transaction_id,transaction_date,inventory_id,quantity_consumed,department,staff_id,shift,consumption_reason,remaining_stock,batch_lot
TX00735002,2025-12-17,INV0008,0,Bakery,S007,Evening,Routine,0,BATCH2344
TX00735100,2025-12-18,INV0008,0,Produce,S019,Night,Spoilage,0,BATCH8423
TX00735200,2025-12-19,INV0008,9,Beverage,S017,Evening,Spoilage,10,BATCH8408
TX00735201,2025-12-19,INV0008,10,Frozen,S014,Night,Routine,0,BATCH2069
TX00735300,2025-12-20,INV0008,13,Snack,S009,Morning,Spoilage,19,BATCH2773
TX00735400,2025-12-21,INV0008,4,Produce,S008,Night,Spoilage,38,BATCH5316
TX00735500,2025-12-22,INV0008,6,Produce,S016,Morning,Sample,42,BATCH5947
TX00735600,2025-12-23,INV0008,15,Bakery,S001,Morning,Routine,54,BATCH1173
TX00735601,2025-12-23,INV0008,11,Frozen,S016,Night,Spoilage,43,BATCH8644
TX00735700,2025-12-24,INV0008,16,Dairy,S013,Evening,Routine,36,BATCH9330
TX00735701,2025-12-24,INV0008,4,Snack,S020,Morning,Spoilage,32,BATCH2444
TX00735702,2025-12-24,INV0008,4,Snack,S018,Morning,Sample,28,BATCH9494
TX00735800,2025-12-25,INV0008,8,Snack,S007,Night,Routine,26,BATCH3645
TX00735801,2025-12-25,INV0008,14,Frozen,S013,Evening,Spoilage,12,BATCH1034
TX00735802,2025-12-25,INV0008,3,Produce,S015,Morning,Spoilage,9,BATCH9016
TX00735900,2025-12-26,INV0008,6,Bakery,S009,Evening,Spoilage,27,BATCH1233
TX00736000,2025-12-27,INV0008,12,Frozen,S014,Evening,Routine,12,BATCH2465
TX00736001,2025-12-27,INV0008,4,Frozen,S016,Evening,Sample,8,BATCH6462
TX00736100,2025-12-28,INV0008,0,Frozen,S015,Night,Routine,0,BATCH5584
TX00736101,2025-12-28,INV0008,0,Beverage,S009,Evening,Routine,0,BATCH9798
TX00736200,2025-12-29,INV0008,3,Dairy,S002,Morning,Sample,9,BATCH4506
TX00736201,2025-12-29,INV0008,4,Produce,S008,Morning,Spoilage,5,BATCH6417
TX00736300,2025-12-30,INV0008,2,Beverage,S005,Morning,Spoilage,43,BATCH9687
TX00736301,2025-12-30,INV0008,1,Beverage,S005,Morning,Sample,42,BATCH5346
TX00736302,2025-12-30,INV0008,4,Bakery,S017,Night,Routine,38,BATCH7749
TX00736400,2025-12-31,INV0008,2,Beverage,S019,Morning,Spoilage,23,BATCH2360
TX00800000,2025-01-01,INV0009,9,Produce,S009,Morning,Spoilage,44,BATCH6752
TX00800100,2025-01-02,INV0009,14,Frozen,S005,Night,Sample,15,BATCH3722
TX00800101,2025-01-02,INV0009,15,Beverage,S008,Night,Spoilage,0,BATCH9301
TX00800200,2025-01-03,INV0009,0,Snack,S003,Night,Sample,0,BATCH7837
TX00800300,2025-01-04,INV0009,7,Snack,S013,Evening,Spoilage,22,BATCH2100
TX00800301,2025-01-04,INV0009,8,Snack,S013,Evening,Sample,14,BATCH9282
TX00800400,2025-01-05,INV0009,7,Produce,S015,Evening,Routine,2,BATCH2589
TX00800401,2025-01-05,INV0009,2,Frozen,S015,Evening,Spoilage,0,BATCH7567
TX00800500,2025-01-06,INV0009,2,Produce,S004,Evening,Sample,15,BATCH5431
TX00800501,2025-01-06,INV0009,10,Produce,S005,Morning,Sample,5,BATCH6686
TX00800502,2025-01-06,INV0009,2,Dairy,S011,Morning,Spoilage,3,BATCH5268
TX00800600,2025-01-07,INV0009,10,Snack,S020,Evening,Routine,6,BATCH3714
TX00800700,2025-01-08,INV0009,3,Bakery,S010,Night,Spoilage,16,BATCH5214
TX00800701,2025-01-08,INV0009,13,Produce,S018,Night,Spoilage,3,BATCH8517
TX00800800,2025-01-09,INV0009,6,Bakery,S020,Evening,Spoilage,15,BATCH9238
TX00800900,2025-01-10,INV0009,8,Snack,S007,Night,Routine,0,BATCH1486
TX00801000,2025-01-11,INV0009,10,Produce,S017,Evening,Spoilage,5,BATCH1631
TX00801001,2025-01-11,INV0009,5,Produce,S018,Night,Spoilage,0,BATCH7559
TX00801002,2025-01-11,INV0009,0,Bakery,S003,Morning,Sample,0,BATCH8172
TX00801100,2025-01-12,INV0009,9,Dairy,S003,Morning,Spoilage,4,BATCH9730
TX00801200,2025-01-13,INV0009,8,Frozen,S002,Evening,Sample,17,BATCH9951
TX00801201,2025-01-13,INV0009,11,Produce,S008,Morning,Spoilage,6,BATCH7412
TX00801202,2025-01-13,INV0009,6,Dairy,S002,Night,Sample,0,BATCH7907
TX00801300,2025-01-14,INV0009,7,Snack,S012,Night,Routine,0,BATCH3847
TX00801400,2025-01-15,INV0009,15,Bakery,S017,Night,Sample,10,BATCH7799
TX00801401,2025-01-15,INV0009,4,Produce,S020,Evening,Routine,6,BATCH8922
TX00801500,2025-01-16,INV0009,8,Snack,S005,Evening,Sample,6,BATCH8449
TX00801501,2025-01-16,INV0009,3,Produce,S012,Morning,Sample,3,BATCH9128
TX00801502,2025-01-16,INV0009,3,Dairy,S013,Night,Spoilage,0,BATCH1869
TX00801600,2025-01-17,INV0009,13,Dairy,S001,Night,Routine,24,BATCH1396
TX00801601,2025-01-17,INV0009,17,Bakery,S013,Morning,Spoilage,7,BATCH7557
TX00801602,2025-01-17,INV0009,7,Bakery,S008,Evening,Spoilage,0,BATCH9846
TX00801700,2025-01-18,INV0009,0,Bakery,S001,Evening,Sample,0,BATCH3432
TX00801800,2025-01-19,INV0009,0,Produce,S001,Morning,Spoilage,0,BATCH6323
TX00801801,2025-01-19,INV0009,0,Produce,S013,Evening,Sample,0,BATCH6302
TX00801802,2025-01-19,INV0009,0,Bakery,S009,Night,Spoilage,0,BATCH8738
TX00801900,2025-01-20,INV0009,5,Beverage,S016,Evening,Routine,8,BATCH3947
TX00801901,2025-01-20,INV0009,8,Snack,S020,Morning,Routine,0,BATCH2596
TX00802000,2025-01-21,INV0009,10,Produce,S008,Night,Sample,6,BATCH6075
TX00802100,2025-01-22,INV0009,12,Beverage,S007,Night,Spoilage,12,BATCH4756
TX00802200,2025-01-23,INV0009,2,Produce,S006,Evening,Sample,28,BATCH5625
TX00802300,2025-01-24,INV0009,1,Bakery,S016,Night,Spoilage,53,BATCH8665
TX00802400,2025-01-25,INV0009,14,Snack,S014,Morning,Sample,29,BATCH5811
TX00802500,2025-01-26,INV0009,19,Produce,S002,Evening,Sample,24,BATCH9692
TX00802501,2025-01-26,INV0009,12,Produce,S013,Night,Spoilage,12,BATCH3539
TX00802502,2025-01-26,INV0009,4,Snack,S020,Night,Spoilage,8,BATCH3091
TX00802600,2025-01-27,INV0009,18,Snack,S010,Evening,Sample,0,BATCH1939
TX00802601,2025-01-27,INV0009,0,Snack,S005,Night,Sample,0,BATCH9687
TX00802700,2025-01-28,INV0009,11,Produce,S005,Evening,Routine,28,BATCH4577
TX00802701,2025-01-28,INV0009,13,Snack,S003,Evening,Routine,15,BATCH8074
TX00802800,2025-01-29,INV0009,12,Bakery,S010,Night,Routine,8,BATCH3632
TX00802801,2025-01-29,INV0009,8,Bakery,S014,Morning,Routine,0,BATCH1762
TX00802802,2025-01-29,INV0009,0,Produce,S005,Morning,Routine,0,BATCH1781
TX00802900,2025-01-30,INV0009,0,Produce,S017,Night,Spoilage,0,BATCH7295
TX00802901,2025-01-30,INV0009,0,Snack,S012,Night,Sample,0,BATCH7763
TX00803000,2025-01-31,INV0009,3,Bakery,S003,Morning,Spoilage,9,BATCH4831
TX00803100,2025-02-01,INV0009,0,Frozen,S005,Evening,Spoilage,0,BATCH3139
TX00803101,2025-02-01,INV0009,0,Bakery,S012,Evening,Sample,0,BATCH7278
TX00803102,2025-02-01,INV0009,0,Beverage,S008,Evening,Spoilage,0,BATCH6706
TX00803200,2025-02-02,INV0009,11,Snack,S001,Night,Spoilage,9,BATCH6874
TX00803201,2025-02-02,INV0009,9,Dairy,S017,Night,Routine,0,BATCH2809
TX00803300,2025-02-03,INV0009,0,Dairy,S012,Morning,Routine,0,BATCH5814
TX00803301,2025-02-03,INV0009,0,Beverage,S010,Morning,Sample,0,BATCH2931
TX00803400,2025-02-04,INV0009,18,Snack,S013,Evening,Routine,23,BATCH6795
TX00803401,2025-02-04,INV0009,10,Beverage,S020,Evening,Sample,13,BATCH3566
TX00803402,2025-02-04,INV0009,6,Snack,S019,Evening,Routine,7,BATCH6205
TX00803500,2025-02-05,INV0009,7,Frozen,S011,Evening,Spoilage,21,BATCH9417
TX00803600,2025-02-06,INV0009,8,Bakery,S010,Evening,Routine,36,BATCH1502
TX00803700,2025-02-07,INV0009,19,Snack,S008,Evening,Routine,44,BATCH3914
TX00803701,2025-02-07,INV0009,12,Snack,S010,Night,Routine,32,BATCH2336
TX00803800,2025-02-08,INV0009,6,Dairy,S014,Night,Routine,34,BATCH7390
TX00803801,2025-02-08,INV0009,2,Frozen,S020,Night,Spoilage,32,BATCH2100
TX00803802,2025-02-08,INV0009,1,Snack,S002,Morning,Sample,31,BATCH5649
TX00803900,2025-02-09,INV0009,8,Produce,S007,Morning,Spoilage,58,BATCH1666
TX00803901,2025-02-09,INV0009,10,Dairy,S015,Evening,Spoilage,48,BATCH3614
TX00803902,2025-02-09,INV0009,12,Snack,S006,Morning,Spoilage,36,BATCH8255
TX00804000,2025-02-10,INV0009,16,Produce,S003,Morning,Spoilage,17,BATCH1304
TX00804100,2025-02-11,INV0009,2,Beverage,S005,Evening,Spoilage,39,BATCH6388
TX00804200,2025-02-12,INV0009,4,Frozen,S017,Evening,Spoilage,44,BATCH9733
TX00804201,2025-02-12,INV0009,17,Produce,S016,Night,Routine,27,BATCH9510
TX00804202,2025-02-12,INV0009,4,Dairy,S007,Evening,Routine,23,BATCH2360
TX00804300,2025-02-13,INV0009,5,Frozen,S012,Evening,Routine,32,BATCH5514
TX00804301,2025-02-13,INV0009,13,Beverage,S008,Night,Sample,19,BATCH8523
TX00804302,2025-02-13,INV0009,7,Produce,S004,Morning,Routine,12,BATCH8059
TX00804400,2025-02-14,INV0009,4,Snack,S011,Evening,Sample,13,BATCH9397
TX00804401,2025-02-14,INV0009,13,Frozen,S009,Night,Routine,0,BATCH3846
TX00804500,2025-02-15,INV0009,0,Frozen,S020,Morning,Spoilage,0,BATCH3914
TX00804600,2025-02-16,INV0009,11,Snack,S019,Morning,Routine,17,BATCH9857
TX00804700,2025-02-17,INV0009,0,Produce,S013,Night,Routine,0,BATCH6585
TX00804701,2025-02-17,INV0009,0,Beverage,S001,Evening,Sample,0,BATCH7841
TX00804702,2025-02-17,INV0009,0,Dairy,S017,Evening,Spoilage,0,BATCH9408
TX00804800,2025-02-18,INV0009,9,Bakery,S001,Morning,Sample,0,BATCH4831
TX00804801,2025-02-18,INV0009,0,Snack,S007,Night,Spoilage,0,BATCH9370
TX00804802,2025-02-18,INV0009,0,Frozen,S018,Morning,Spoilage,0,BATCH5448
TX00804900,2025-02-19,INV0009,0,Produce,S019,Night,Spoilage,0,BATCH7581
TX00805000,2025-02-20,INV0009,4,Produce,S020,Morning,Spoilage,0,BATCH8905
TX00805001,2025-02-20,INV0009,0,Frozen,S004,Night,Sample,0,BATCH1097
TX00805100,2025-02-21,INV0009,11,Beverage,S020,Morning,Spoilage,21,BATCH7072
TX00805200,2025-02-22,INV0009,12,Bakery,S013,Night,Routine,30,BATCH1551
TX00805201,2025-02-22,INV0009,18,Dairy,S017,Morning,Routine,12,BATCH3045
TX00805202,2025-02-22,INV0009,11,Bakery,S008,Morning,Sample,1,BATCH1215
TX00805300,2025-02-23,INV0009,9,Snack,S002,Night,Spoilage,20,BATCH7107
TX00805301,2025-02-23,INV0009,2,Beverage,S018,Morning,Routine,18,BATCH2915
TX00805400,2025-02-24,INV0009,17,Dairy,S007,Evening,Sample,27,BATCH7026
TX00805401,2025-02-24,INV0009,9,Beverage,S016,Night,Routine,18,BATCH9905
TX00805500,2025-02-25,INV0009,8,Produce,S007,Morning,Routine,12,BATCH9090
TX00805600,2025-02-26,INV0009,12,Bakery,S010,Morning,Spoilage,5,BATCH1908
TX00805601,2025-02-26,INV0009,5,Dairy,S001,Evening,Sample,0,BATCH4564
TX00805602,2025-02-26,INV0009,0,Bakery,S016,Night,Sample,0,BATCH3145
TX00805700,2025-02-27,INV0009,4,Produce,S019,Night,Routine,0,BATCH6531
TX00805701,2025-02-27,INV0009,0,Dairy,S016,Night,Spoilage,0,BATCH3377
TX00805800,2025-02-28,INV0009,10,Bakery,S015,Night,Routine,5,BATCH2943
TX00805801,2025-02-28,INV0009,5,Snack,S006,Evening,Sample,0,BATCH4914
TX00805802,2025-02-28,INV0009,0,Frozen,S020,Morning,Sample,0,BATCH8501
TX00805900,2025-03-01,INV0009,4,Snack,S019,Evening,Sample,30,BATCH9538
TX00806000,2025-03-02,INV0009,6,Beverage,S013,Evening,Routine,26,BATCH5261
TX00806001,2025-03-02,INV0009,18,Bakery,S010,Evening,Sample,8,BATCH6144
TX00806100,2025-03-03,INV0009,0,Beverage,S018,Night,Spoilage,0,BATCH3924
TX00806101,2025-03-03,INV0009,0,Dairy,S003,Night,Spoilage,0,BATCH4687
TX00806102,2025-03-03,INV0009,0,Produce,S016,Evening,Routine,0,BATCH9116
TX00806200,2025-03-04,INV0009,0,Dairy,S019,Morning,Sample,0,BATCH8280
TX00806300,2025-03-05,INV0009,0,Snack,S016,Morning,Sample,0,BATCH6559
TX00806301,2025-03-05,INV0009,0,Snack,S009,Evening,Spoilage,0,BATCH1700
TX00806302,2025-03-05,INV0009,0,Beverage,S002,Morning,Routine,0,BATCH7422
TX00806400,2025-03-06,INV0009,4,Frozen,S007,Evening,Routine,1,BATCH3149
TX00806500,2025-03-07,INV0009,1,Dairy,S016,Morning,Routine,21,BATCH4148
TX00806501,2025-03-07,INV0009,14,Frozen,S016,Morning,Spoilage,7,BATCH1945
TX00806600,2025-03-08,INV0009,12,Dairy,S003,Night,Spoilage,26,BATCH5123
TX00806700,2025-03-09,INV0009,5,Frozen,S010,Night,Routine,28,BATCH1638
TX00806701,2025-03-09,INV0009,16,Beverage,S017,Evening,Spoilage,12,BATCH9976
TX00806800,2025-03-10,INV0009,13,Dairy,S011,Evening,Sample,28,BATCH7883
TX00806801,2025-03-10,INV0009,10,Frozen,S002,Night,Sample,18,BATCH2503
TX00806900,2025-03-11,INV0009,19,Frozen,S013,Morning,Routine,26,BATCH6951
TX00806901,2025-03-11,INV0009,3,Produce,S001,Morning,Routine,23,BATCH5344
TX00807000,2025-03-12,INV0009,7,Produce,S005,Evening,Sample,36,BATCH5465
TX00807100,2025-03-13,INV0009,12,Bakery,S010,Night,Routine,20,BATCH5778
TX00807101,2025-03-13,INV0009,8,Frozen,S002,Night,Sample,12,BATCH1138
TX00807102,2025-03-13,INV0009,12,Dairy,S009,Morning,Spoilage,0,BATCH6371
TX00807200,2025-03-14,INV0009,3,Bakery,S005,Morning,Spoilage,0,BATCH2369
TX00807300,2025-03-15,INV0009,0,Dairy,S010,Morning,Sample,0,BATCH4761
TX00807301,2025-03-15,INV0009,0,Bakery,S009,Morning,Routine,0,BATCH8599
TX00807400,2025-03-16,INV0009,5,Dairy,S014,Morning,Spoilage,0,BATCH1117
TX00807401,2025-03-16,INV0009,0,Produce,S006,Morning,Spoilage,0,BATCH8800
TX00807402,2025-03-16,INV0009,0,Bakery,S013,Morning,Routine,0,BATCH9223
TX00807500,2025-03-17,INV0009,3,Snack,S016,Night,Spoilage,0,BATCH9668
TX00807501,2025-03-17,INV0009,0,Snack,S010,Night,Spoilage,0,BATCH8424
TX00807600,2025-03-18,INV0009,15,Dairy,S018,Morning,Routine,8,BATCH7120
TX00807700,2025-03-19,INV0009,16,Snack,S019,Night,Sample,20,BATCH4506
TX00807701,2025-03-19,INV0009,3,Dairy,S004,Morning,Sample,17,BATCH4146
TX00807800,2025-03-20,INV0009,2,Beverage,S012,Evening,Sample,7,BATCH8788
TX00807900,2025-03-21,INV0009,18,Produce,S012,Morning,Spoilage,29,BATCH3348
TX00807901,2025-03-21,INV0009,19,Produce,S004,Morning,Spoilage,10,BATCH8263
TX00808000,2025-03-22,INV0009,12,Bakery,S018,Evening,Routine,10,BATCH9765
TX00808001,2025-03-22,INV0009,4,Frozen,S018,Night,Sample,6,BATCH4256
TX00808100,2025-03-23,INV0009,2,Frozen,S005,Evening,Routine,0,BATCH7676
TX00808101,2025-03-23,INV0009,0,Bakery,S005,Morning,Spoilage,0,BATCH5613
TX00808200,2025-03-24,INV0009,3,Produce,S016,Night,Spoilage,22,BATCH6511
TX00808201,2025-03-24,INV0009,16,Frozen,S016,Evening,Routine,6,BATCH9909
TX00808300,2025-03-25,INV0009,1,Snack,S010,Night,Spoilage,10,BATCH4849
TX00808301,2025-03-25,INV0009,9,Snack,S017,Night,Routine,1,BATCH1211
TX00808400,2025-03-26,INV0009,4,Beverage,S018,Night,Spoilage,27,BATCH5327
TX00808401,2025-03-26,INV0009,2,Frozen,S001,Morning,Spoilage,25,BATCH3943
TX00808402,2025-03-26,INV0009,16,Produce,S019,Night,Routine,9,BATCH8645
TX00808500,2025-03-27,INV0009,3,Frozen,S010,Morning,Routine,13,BATCH6063
TX00808501,2025-03-27,INV0009,13,Frozen,S005,Night,Routine,0,BATCH6195
TX00808600,2025-03-28,INV0009,0,Beverage,S001,Evening,Spoilage,0,BATCH8455
TX00808700,2025-03-29,INV0009,0,Dairy,S004,Evening,Sample,0,BATCH3450
TX00808701,2025-03-29,INV0009,0,Beverage,S017,Evening,Spoilage,0,BATCH1434
TX00808702,2025-03-29,INV0009,0,Dairy,S011,Night,Sample,0,BATCH4541
TX00808800,2025-03-30,INV0009,10,Snack,S015,Morning,Sample,8,BATCH8092
TX00808900,2025-03-31,INV0009,4,Frozen,S011,Night,Spoilage,0,BATCH4129
TX00808901,2025-03-31,INV0009,0,Bakery,S013,Night,Sample,0,BATCH7466
TX00809000,2025-04-01,INV0009,0,Produce,S010,Night,Routine,0,BATCH3976
TX00809100,2025-04-02,INV0009,18,Dairy,S007,Morning,Sample,0,BATCH9389
TX00809200,2025-04-03,INV0009,10,Frozen,S011,Night,Sample,0,BATCH2612
TX00809300,2025-04-04,INV0009,2,Dairy,S017,Evening,Sample,21,BATCH9438
TX00809301,2025-04-04,INV0009,6,Frozen,S019,Night,Sample,15,BATCH6229
TX00809400,2025-04-05,INV0009,10,Frozen,S004,Evening,Spoilage,30,BATCH9918
TX00809401,2025-04-05,INV0009,8,Dairy,S013,Night,Sample,22,BATCH7466
TX00809402,2025-04-05,INV0009,13,Bakery,S018,Morning,Sample,9,BATCH7556
TX00809500,2025-04-06,INV0009,12,Produce,S017,Morning,Routine,16,BATCH3040
TX00809501,2025-04-06,INV0009,2,Frozen,S019,Evening,Routine,14,BATCH9237
TX00809502,2025-04-06,INV0009,2,Snack,S012,Morning,Sample,12,BATCH2214
TX00809600,2025-04-07,INV0009,11,Bakery,S013,Evening,Routine,6,BATCH3866
TX00809700,2025-04-08,INV0009,10,Beverage,S015,Night,Sample,25,BATCH8673
TX00809701,2025-04-08,INV0009,19,Frozen,S011,Evening,Spoilage,6,BATCH2304
TX00809702,2025-04-08,INV0009,2,Dairy,S016,Morning,Spoilage,4,BATCH6459
TX00809800,2025-04-09,INV0009,2,Beverage,S013,Morning,Spoilage,26,BATCH4940
TX00809900,2025-04-10,INV0009,19,Produce,S012,Night,Spoilage,17,BATCH2872
TX00809901,2025-04-10,INV0009,12,Produce,S008,Morning,Routine,5,BATCH3773
TX00809902,2025-04-10,INV0009,5,Dairy,S015,Night,Routine,0,BATCH3378
TX00810000,2025-04-11,INV0009,16,Bakery,S005,Night,Spoilage,17,BATCH8594
TX00810100,2025-04-12,INV0009,2,Produce,S002,Evening,Spoilage,47,BATCH5723
TX00810200,2025-04-13,INV0009,9,Snack,S009,Evening,Spoilage,13,BATCH6933
TX00810300,2025-04-14,INV0009,1,Beverage,S019,Night,Sample,34,BATCH2618
TX00810301,2025-04-14,INV0009,13,Produce,S010,Night,Routine,21,BATCH8179
TX00810400,2025-04-15,INV0009,16,Frozen,S011,Evening,Sample,30,BATCH3473
TX00810500,2025-04-16,INV0009,5,Snack,S006,Evening,Sample,61,BATCH8992
TX00810501,2025-04-16,INV0009,16,Snack,S006,Morning,Routine,45,BATCH1446
TX00810600,2025-04-17,INV0009,17,Frozen,S012,Morning,Routine,60,BATCH5798
TX00810700,2025-04-18,INV0009,10,Bakery,S003,Night,Spoilage,56,BATCH7591
TX00810701,2025-04-18,INV0009,15,Snack,S010,Morning,Spoilage,41,BATCH2082
TX00810702,2025-04-18,INV0009,16,Frozen,S006,Night,Spoilage,25,BATCH4889
TX00810800,2025-04-19,INV0009,17,Produce,S015,Evening,Spoilage,21,BATCH7287
TX00810801,2025-04-19,INV0009,4,Dairy,S010,Evening,Sample,17,BATCH3409
TX00810802,2025-04-19,INV0009,1,Snack,S009,Night,Routine,16,BATCH7243
TX00810900,2025-04-20,INV0009,18,Bakery,S003,Night,Sample,14,BATCH9624
TX00811000,2025-04-21,INV0009,15,Dairy,S002,Morning,Sample,23,BATCH8855
TX00811001,2025-04-21,INV0009,4,Bakery,S011,Night,Sample,19,BATCH3739
TX00811002,2025-04-21,INV0009,13,Produce,S002,Morning,Sample,6,BATCH5661
TX00811100,2025-04-22,INV0009,0,Produce,S020,Evening,Routine,0,BATCH7358
TX00811101,2025-04-22,INV0009,0,Produce,S006,Night,Sample,0,BATCH4964
TX00811200,2025-04-23,INV0009,0,Dairy,S004,Morning,Spoilage,0,BATCH4004
TX00811300,2025-04-24,INV0009,6,Frozen,S011,Night,Routine,10,BATCH2046
TX00811301,2025-04-24,INV0009,10,Produce,S001,Night,Sample,0,BATCH8941
TX00811302,2025-04-24,INV0009,0,Produce,S017,Morning,Spoilage,0,BATCH7774
TX00811400,2025-04-25,INV0009,5,Dairy,S009,Morning,Spoilage,8,BATCH9792
TX00811500,2025-04-26,INV0009,2,Beverage,S018,Evening,Routine,28,BATCH4840
TX00811501,2025-04-26,INV0009,8,Bakery,S005,Night,Sample,20,BATCH2068
TX00811502,2025-04-26,INV0009,16,Produce,S017,Evening,Spoilage,4,BATCH5571
TX00811600,2025-04-27,INV0009,19,Dairy,S002,Evening,Spoilage,8,BATCH9900
TX00811700,2025-04-28,INV0009,0,Produce,S012,Morning,Sample,0,BATCH7369
TX00811800,2025-04-29,INV0009,5,Dairy,S008,Morning,Spoilage,2,BATCH7880
TX00811801,2025-04-29,INV0009,2,Dairy,S007,Morning,Routine,0,BATCH5585
TX00811802,2025-04-29,INV0009,0,Snack,S009,Night,Sample,0,BATCH6818
TX00811900,2025-04-30,INV0009,0,Snack,S004,Morning,Routine,0,BATCH6558
TX00811901,2025-04-30,INV0009,0,Bakery,S009,Morning,Routine,0,BATCH1385
TX00812000,2025-05-01,INV0009,0,Dairy,S005,Evening,Spoilage,0,BATCH3925
TX00812100,2025-05-02,INV0009,16,Bakery,S003,Evening,Spoilage,18,BATCH9382
TX00812101,2025-05-02,INV0009,6,Frozen,S020,Night,Routine,12,BATCH4927
TX00812200,2025-05-03,INV0009,6,Beverage,S010,Morning,Sample,9,BATCH4079
TX00812201,2025-05-03,INV0009,9,Snack,S013,Night,Sample,0,BATCH9926
TX00812300,2025-05-04,INV0009,17,Beverage,S019,Morning,Routine,3,BATCH7426
TX00812400,2025-05-05,INV0009,4,Produce,S001,Evening,Routine,38,BATCH4354
TX00812401,2025-05-05,INV0009,5,Produce,S012,Night,Spoilage,33,BATCH8243
TX00812402,2025-05-05,INV0009,14,Frozen,S011,Night,Spoilage,19,BATCH9568
TX00812500,2025-05-06,INV0009,3,Dairy,S019,Night,Spoilage,18,BATCH3069
TX00812501,2025-05-06,INV0009,1,Frozen,S007,Evening,Routine,17,BATCH2878
TX00812600,2025-05-07,INV0009,8,Bakery,S003,Evening,Sample,41,BATCH6384
TX00812601,2025-05-07,INV0009,3,Bakery,S019,Evening,Spoilage,38,BATCH7926
TX00812700,2025-05-08,INV0009,2,Bakery,S016,Evening,Sample,63,BATCH4870
TX00812800,2025-05-09,INV0009,10,Produce,S020,Evening,Sample,51,BATCH2919
TX00812801,2025-05-09,INV0009,4,Produce,S017,Night,Sample,47,BATCH9358
TX00812900,2025-05-10,INV0009,10,Snack,S015,Night,Spoilage,33,BATCH3682
TX00813000,2025-05-11,INV0009,15,Beverage,S002,Night,Routine,18,BATCH5086
TX00813001,2025-05-11,INV0009,10,Frozen,S011,Evening,Routine,8,BATCH4778
TX00813100,2025-05-12,INV0009,7,Produce,S011,Evening,Sample,18,BATCH2124
TX00813101,2025-05-12,INV0009,1,Dairy,S011,Morning,Spoilage,17,BATCH9606
TX00813102,2025-05-12,INV0009,8,Bakery,S004,Night,Sample,9,BATCH9491
TX00813200,2025-05-13,INV0009,6,Frozen,S002,Evening,Routine,31,BATCH7463
TX00813201,2025-05-13,INV0009,3,Dairy,S006,Morning,Sample,28,BATCH4683
TX00813202,2025-05-13,INV0009,6,Dairy,S003,Night,Spoilage,22,BATCH7254
TX00813300,2025-05-14,INV0009,16,Beverage,S003,Evening,Routine,10,BATCH2868
TX00813400,2025-05-15,INV0009,18,Snack,S006,Evening,Spoilage,15,BATCH1134
TX00813500,2025-05-16,INV0009,17,Beverage,S007,Night,Spoilage,34,BATCH1386
TX00813600,2025-05-17,INV0009,3,Frozen,S002,Morning,Routine,13,BATCH7204
TX00813700,2025-05-18,INV0009,16,Frozen,S012,Morning,Routine,32,BATCH9837
TX00813701,2025-05-18,INV0009,1,Beverage,S020,Morning,Routine,31,BATCH5670
TX00813800,2025-05-19,INV0009,18,Frozen,S012,Night,Sample,14,BATCH1216
TX00813801,2025-05-19,INV0009,3,Frozen,S008,Morning,Spoilage,11,BATCH6952
TX00813900,2025-05-20,INV0009,17,Frozen,S013,Morning,Routine,2,BATCH4509
TX00814000,2025-05-21,INV0009,4,Snack,S010,Morning,Spoilage,11,BATCH9582
TX00814100,2025-05-22,INV0009,16,Frozen,S008,Night,Routine,3,BATCH2214
TX00814200,2025-05-23,INV0009,10,Snack,S017,Night,Sample,23,BATCH5081
TX00814300,2025-05-24,INV0009,6,Beverage,S013,Evening,Routine,6,BATCH2826
TX00814400,2025-05-25,INV0009,7,Snack,S006,Morning,Sample,9,BATCH9664
TX00814401,2025-05-25,INV0009,2,Frozen,S005,Night,Spoilage,7,BATCH4961
TX00814402,2025-05-25,INV0009,1,Produce,S012,Night,Spoilage,6,BATCH8468
TX00814500,2025-05-26,INV0009,6,Frozen,S008,Night,Spoilage,17,BATCH9873
TX00814600,2025-05-27,INV0009,6,Bakery,S002,Evening,Routine,18,BATCH9552
TX00814700,2025-05-28,INV0009,4,Snack,S018,Night,Routine,0,BATCH9458
TX00814800,2025-05-29,INV0009,18,Produce,S006,Evening,Sample,8,BATCH4120
TX00814801,2025-05-29,INV0009,8,Snack,S020,Evening,Spoilage,0,BATCH1246
TX00814802,2025-05-29,INV0009,0,Bakery,S002,Night,Routine,0,BATCH4958
TX00814900,2025-05-30,INV0009,0,Beverage,S007,Evening,Sample,0,BATCH9429
TX00814901,2025-05-30,INV0009,0,Dairy,S012,Morning,Routine,0,BATCH4229
TX00815000,2025-05-31,INV0009,2,Beverage,S013,Morning,Routine,24,BATCH3990
TX00815001,2025-05-31,INV0009,7,Snack,S010,Evening,Spoilage,17,BATCH7065
TX00815002,2025-05-31,INV0009,10,Beverage,S018,Evening,Sample,7,BATCH3499
TX00815100,2025-06-01,INV0009,2,Snack,S019,Morning,Routine,13,BATCH6973
TX00815200,2025-06-02,INV0009,3,Bakery,S020,Night,Routine,46,BATCH2410
TX00815300,2025-06-03,INV0009,9,Bakery,S015,Morning,Routine,59,BATCH8708
TX00815400,2025-06-04,INV0009,11,Bakery,S018,Morning,Spoilage,34,BATCH7550
