date,product_name,category,stock,days_left,waste_risk
2025-06-05,Cheddar Cheese,Dairy,0,0,Low
2025-06-06,Cheddar Cheese,Dairy,0,0,Low
2025-06-07,Cheddar Cheese,Dairy,0,0,Low
2025-06-08,Cheddar Cheese,Dairy,0,0,Low
2025-06-09,Cheddar Cheese,Dairy,0,0,Low
2025-06-10,Cheddar Cheese,Dairy,0,0,Low
2025-06-11,Cheddar Cheese,Dairy,0,0,Low
2025-06-12,Cheddar Cheese,Dairy,0,0,Low
2025-06-13,Cheddar Cheese,Dairy,0,0,Low
2025-06-14,Cheddar Cheese,Dairy,0,0,Low
2025-06-15,Cheddar Cheese,Dairy,0,0,Low
2025-06-16,Cheddar Cheese,Dairy,0,0,Low
2025-06-17,Cheddar Cheese,Dairy,0,0,Low
2025-06-18,Cheddar Cheese,Dairy,0,0,Low
2025-06-19,Cheddar Cheese,Dairy,0,0,Low
2025-06-20,Cheddar Cheese,Dairy,0,0,Low
2025-06-21,Cheddar Cheese,Dairy,0,0,Low
2025-06-22,Cheddar Cheese,Dairy,0,0,Low
2025-06-23,Cheddar Cheese,Dairy,0,0,Low
2025-06-24,Cheddar Cheese,Dairy,0,0,Low
2025-06-25,Cheddar Cheese,Dairy,0,0,Low
2025-06-26,Cheddar Cheese,Dairy,0,0,Low
2025-06-27,Cheddar Cheese,Dairy,0,0,Low
2025-06-28,Cheddar Cheese,Dairy,0,0,Low
2025-06-29,Cheddar Cheese,Dairy,0,0,Low
2025-06-30,Cheddar Cheese,Dairy,0,0,Low
2025-07-01,Cheddar Cheese,Dairy,0,0,Low
2025-07-02,Cheddar Cheese,Dairy,0,0,Low
2025-07-03,Cheddar Cheese,Dairy,0,0,Low
2025-07-04,Cheddar Cheese,Dairy,0,0,Low
2025-07-05,Cheddar Cheese,Dairy,0,0,Low
2025-07-06,Cheddar Cheese,Dairy,0,0,Low
2025-07-07,Cheddar Cheese,Dairy,0,0,Low
2025-07-08,Cheddar Cheese,Dairy,0,0,Low
2025-07-09,Cheddar Cheese,Dairy,0,0,Low
2025-07-10,Cheddar Cheese,Dairy,0,0,Low
2025-07-11,Cheddar Cheese,Dairy,0,0,Low
2025-07-12,Cheddar Cheese,Dairy,0,0,Low
2025-07-13,Cheddar Cheese,Dairy,0,0,Low
2025-07-14,Cheddar Cheese,Dairy,0,0,Low
2025-07-15,Cheddar Cheese,Dairy,0,0,Low
2025-07-16,Cheddar Cheese,Dairy,0,0,Low
2025-07-17,Cheddar Cheese,Dairy,0,0,Low
2025-07-18,Cheddar Cheese,Dairy,0,0,Low
2025-07-19,Cheddar Cheese,Dairy,0,0,Low
2025-07-20,Cheddar Cheese,Dairy,0,0,Low
2025-07-21,Cheddar Cheese,Dairy,0,0,Low
2025-07-22,Cheddar Cheese,Dairy,0,0,Low
2025-07-23,Cheddar Cheese,Dairy,0,0,Low
2025-07-24,Cheddar Cheese,Dairy,0,0,Low
2025-07-25,Cheddar Cheese,Dairy,0,0,Low
2025-07-26,Cheddar Cheese,Dairy,0,0,Low
2025-07-27,Cheddar Cheese,Dairy,0,0,Low
2025-07-28,Cheddar Cheese,Dairy,0,0,Low
2025-07-29,Cheddar Cheese,Dairy,0,0,Low
2025-07-30,Cheddar Cheese,Dairy,0,0,Low
2025-07-31,Cheddar Cheese,Dairy,0,0,Low
2025-08-01,Cheddar Cheese,Dairy,0,0,Low
2025-08-02,Cheddar Cheese,Dairy,0,0,Low
2025-08-03,Cheddar Cheese,Dairy,0,0,Low
2025-08-04,Cheddar Cheese,Dairy,0,0,Low
2025-08-05,Cheddar Cheese,Dairy,0,0,Low
2025-08-06,Cheddar Cheese,Dairy,0,0,Low
2025-08-07,Cheddar Cheese,Dairy,0,0,Low
2025-08-08,Cheddar Cheese,Dairy,0,0,Low
2025-08-09,Cheddar Cheese,Dairy,0,0,Low
2025-08-10,Cheddar Cheese,Dairy,0,0,Low
2025-08-11,Cheddar Cheese,Dairy,0,0,Low
2025-08-12,Cheddar Cheese,Dairy,0,0,Low
2025-08-13,Cheddar Cheese,Dairy,0,0,Low
2025-08-14,Cheddar Cheese,Dairy,0,0,Low
2025-08-15,Cheddar Cheese,Dairy,0,0,Low
2025-08-16,Cheddar Cheese,Dairy,0,0,Low
2025-08-17,Cheddar Cheese,Dairy,0,0,Low
2025-08-18,Cheddar Cheese,Dairy,0,0,Low
2025-08-19,Cheddar Cheese,Dairy,0,0,Low
2025-08-20,Cheddar Cheese,Dairy,0,0,Low
2025-08-21,Cheddar Cheese,Dairy,0,0,Low
2025-08-22,Cheddar Cheese,Dairy,0,0,Low
2025-08-23,Cheddar Cheese,Dairy,0,0,Low
2025-08-24,Cheddar Cheese,Dairy,0,0,Low
2025-08-25,Cheddar Cheese,Dairy,0,0,Low
2025-08-26,Cheddar Cheese,Dairy,0,0,Low
2025-08-27,Cheddar Cheese,Dairy,0,0,Low
2025-08-28,Cheddar Cheese,Dairy,0,0,Low
2025-08-29,Cheddar Cheese,Dairy,0,0,Low
2025-08-30,Cheddar Cheese,Dairy,0,0,Low
2025-08-31,Cheddar Cheese,Dairy,0,0,Low
2025-09-01,Cheddar Cheese,Dairy,0,0,Low
2025-09-02,Cheddar Cheese,Dairy,0,0,Low
2025-09-03,Cheddar Cheese,Dairy,0,0,Low
2025-09-04,Cheddar Cheese,Dairy,0,0,Low
2025-09-05,Cheddar Cheese,Dairy,0,0,Low
2025-09-06,Cheddar Cheese,Dairy,0,0,Low
2025-09-07,Cheddar Cheese,Dairy,0,0,Low
2025-09-08,Cheddar Cheese,Dairy,0,0,Low
2025-09-09,Cheddar Cheese,Dairy,0,0,Low
2025-09-10,Cheddar Cheese,Dairy,0,0,Low
2025-09-11,Cheddar Cheese,Dairy,0,0,Low
2025-09-12,Cheddar Cheese,Dairy,0,0,Low
2025-09-13,Cheddar Cheese,Dairy,0,0,Low
2025-09-14,Cheddar Cheese,Dairy,0,0,Low
2025-09-15,Cheddar Cheese,Dairy,0,0,Low
2025-09-16,Cheddar Cheese,Dairy,0,0,Low
2025-09-17,Cheddar Cheese,Dairy,0,0,Low
2025-09-18,Cheddar Cheese,Dairy,0,0,Low
2025-09-19,Cheddar Cheese,Dairy,0,0,Low
2025-09-20,Cheddar Cheese,Dairy,0,0,Low
2025-09-21,Cheddar Cheese,Dairy,0,0,Low
2025-09-22,Cheddar Cheese,Dairy,0,0,Low
2025-09-23,Cheddar Cheese,Dairy,0,0,Low
2025-09-24,Cheddar Cheese,Dairy,0,0,Low
2025-09-25,Cheddar Cheese,Dairy,0,0,Low
2025-09-26,Cheddar Cheese,Dairy,0,0,Low
2025-09-27,Cheddar Cheese,Dairy,0,0,Low
2025-09-28,Cheddar Cheese,Dairy,0,0,Low
2025-09-29,Cheddar Cheese,Dairy,0,0,Low
2025-09-30,Cheddar Cheese,Dairy,0,0,Low
2025-10-01,Cheddar Cheese,Dairy,0,0,Low
2025-10-02,Cheddar Cheese,Dairy,0,0,Low
2025-10-03,Cheddar Cheese,Dairy,0,0,Low
2025-10-04,Cheddar Cheese,Dairy,0,0,Low
2025-10-05,Cheddar Cheese,Dairy,0,0,Low
2025-10-06,Cheddar Cheese,Dairy,0,0,Low
2025-10-07,Cheddar Cheese,Dairy,0,0,Low
2025-10-08,Cheddar Cheese,Dairy,0,0,Low
2025-10-09,Cheddar Cheese,Dairy,0,0,Low
2025-10-10,Cheddar Cheese,Dairy,0,0,Low
2025-10-11,Cheddar Cheese,Dairy,0,0,Low
2025-10-12,Cheddar Cheese,Dairy,0,0,Low
2025-10-13,Cheddar Cheese,Dairy,0,0,Low
2025-10-14,Cheddar Cheese,Dairy,0,0,Low
2025-10-15,Cheddar Cheese,Dairy,0,0,Low
2025-10-16,Cheddar Cheese,Dairy,0,0,Low
2025-10-17,Cheddar Cheese,Dairy,0,0,Low
2025-10-18,Cheddar Cheese,Dairy,0,0,Low
2025-10-19,Cheddar Cheese,Dairy,0,0,Low
2025-10-20,Cheddar Cheese,Dairy,0,0,Low
2025-10-21,Cheddar Cheese,Dairy,0,0,Low
2025-10-22,Cheddar Cheese,Dairy,0,0,Low
2025-10-23,Cheddar Cheese,Dairy,0,0,Low
2025-10-24,Cheddar Cheese,Dairy,0,0,Low
2025-10-25,Cheddar Cheese,Dairy,0,0,Low
2025-10-26,Cheddar Cheese,Dairy,0,0,Low
2025-10-27,Cheddar Cheese,Dairy,0,0,Low
2025-10-28,Cheddar Cheese,Dairy,0,0,Low
2025-10-29,Cheddar Cheese,Dairy,0,0,Low
2025-10-30,Cheddar Cheese,Dairy,0,0,Low
2025-10-31,Cheddar Cheese,Dairy,0,0,Low
2025-11-01,Cheddar Cheese,Dairy,0,0,Low
2025-11-02,Cheddar Cheese,Dairy,0,0,Low
2025-11-03,Cheddar Cheese,Dairy,0,0,Low
2025-11-04,Cheddar Cheese,Dairy,0,0,Low
2025-11-05,Cheddar Cheese,Dairy,0,0,Low
2025-11-06,Cheddar Cheese,Dairy,0,0,Low
2025-11-07,Cheddar Cheese,Dairy,0,0,Low
2025-11-08,Cheddar Cheese,Dairy,0,0,Low
2025-11-09,Cheddar Cheese,Dairy,0,0,Low
2025-11-10,Cheddar Cheese,Dairy,0,0,Low
2025-11-11,Cheddar Cheese,Dairy,0,0,Low
2025-11-12,Cheddar Cheese,Dairy,0,0,Low
2025-11-13,Cheddar Cheese,Dairy,0,0,Low
2025-11-14,Cheddar Cheese,Dairy,0,0,Low
2025-11-15,Cheddar Cheese,Dairy,0,0,Low
2025-11-16,Cheddar Cheese,Dairy,0,0,Low
2025-11-17,Cheddar Cheese,Dairy,0,0,Low
2025-11-18,Cheddar Cheese,Dairy,0,0,Low
2025-11-19,Cheddar Cheese,Dairy,0,0,Low
2025-11-20,Cheddar Cheese,Dairy,0,0,Low
2025-11-21,Cheddar Cheese,Dairy,0,0,Low
2025-11-22,Cheddar Cheese,Dairy,0,0,Low
2025-11-23,Cheddar Cheese,Dairy,0,0,Low
2025-11-24,Cheddar Cheese,Dairy,0,0,Low
2025-11-25,Cheddar Cheese,Dairy,0,0,Low
2025-11-26,Cheddar Cheese,Dairy,0,0,Low
2025-11-27,Cheddar Cheese,Dairy,0,0,Low
2025-11-28,Cheddar Cheese,Dairy,0,0,Low
2025-11-29,Cheddar Cheese,Dairy,0,0,Low
2025-11-30,Cheddar Cheese,Dairy,0,0,Low
2025-12-01,Cheddar Cheese,Dairy,0,0,Low
2025-12-02,Cheddar Cheese,Dairy,0,0,Low
2025-12-03,Cheddar Cheese,Dairy,0,0,Low
2025-12-04,Cheddar Cheese,Dairy,0,0,Low
2025-12-05,Cheddar Cheese,Dairy,0,0,Low
2025-12-06,Cheddar Cheese,Dairy,0,0,Low
2025-12-07,Cheddar Cheese,Dairy,0,0,Low
2025-12-08,Cheddar Cheese,Dairy,0,0,Low
2025-12-09,Cheddar Cheese,Dairy,0,0,Low
2025-12-10,Cheddar Cheese,Dairy,0,0,Low
2025-12-11,Cheddar Cheese,Dairy,0,0,Low
2025-12-12,Cheddar Cheese,Dairy,0,0,Low
2025-12-13,Cheddar Cheese,Dairy,0,0,Low
2025-12-14,Cheddar Cheese,Dairy,0,0,Low
2025-12-15,Cheddar Cheese,Dairy,0,0,Low
2025-12-16,Cheddar Cheese,Dairy,0,0,Low
2025-12-17,Cheddar Cheese,Dairy,0,0,Low
2025-12-18,Cheddar Cheese,Dairy,0,0,Low
2025-12-19,Cheddar Cheese,Dairy,0,0,Low
2025-12-20,Cheddar Cheese,Dairy,0,0,Low
2025-12-21,Cheddar Cheese,Dairy,0,0,Low
2025-12-22,Cheddar Cheese,Dairy,0,0,Low
2025-12-23,Cheddar Cheese,Dairy,0,0,Low
2025-12-24,Cheddar Cheese,Dairy,0,0,Low
2025-12-25,Cheddar Cheese,Dairy,0,0,Low
2025-12-26,Cheddar Cheese,Dairy,0,0,Low
2025-12-27,Cheddar Cheese,Dairy,0,0,Low
2025-12-28,Cheddar Cheese,Dairy,0,0,Low
2025-12-29,Cheddar Cheese,Dairy,0,0,Low
2025-12-30,Cheddar Cheese,Dairy,0,0,Low
2025-12-31,Cheddar Cheese,Dairy,0,0,Low
2025-01-01,Yogurt,Dairy,336,10,Low
2025-01-02,Yogurt,Dairy,311,9,Low
2025-01-03,Yogurt,Dairy,280,8,Low
2025-01-04,Yogurt,Dairy,253,7,Low
2025-01-05,Yogurt,Dairy,223,6,Low
2025-01-06,Yogurt,Dairy,192,5,Medium
2025-01-07,Yogurt,Dairy,177,4,Medium
2025-01-08,Yogurt,Dairy,160,3,Medium
2025-01-09,Yogurt,Dairy,146,2,High
2025-01-10,Yogurt,Dairy,127,1,High
2025-01-11,Yogurt,Dairy,113,0,High
2025-01-12,Yogurt,Dairy,99,0,High
2025-01-13,Yogurt,Dairy,86,0,High
2025-01-14,Yogurt,Dairy,75,0,High
2025-01-15,Yogurt,Dairy,68,0,High
2025-01-16,Yogurt,Dairy,63,0,High
2025-01-17,Yogurt,Dairy,57,0,High
2025-01-18,Yogurt,Dairy,50,0,High
2025-01-19,Yogurt,Dairy,45,0,High
2025-01-20,Yogurt,Dairy,44,0,High
2025-01-21,Yogurt,Dairy,38,0,High
2025-01-22,Yogurt,Dairy,33,0,High
2025-01-23,Yogurt,Dairy,27,0,High
2025-01-24,Yogurt,Dairy,26,0,High
2025-01-25,Yogurt,Dairy,25,0,High
2025-01-26,Yogurt,Dairy,24,0,High
2025-01-27,Yogurt,Dairy,21,0,High
2025-01-28,Yogurt,Dairy,19,0,High
2025-01-29,Yogurt,Dairy,19,0,High
2025-01-30,Yogurt,Dairy,19,0,High
2025-01-31,Yogurt,Dairy,19,0,High
2025-02-01,Yogurt,Dairy,19,0,High
2025-02-02,Yogurt,Dairy,18,0,High
2025-02-03,Yogurt,Dairy,15,0,High
2025-02-04,Yogurt,Dairy,14,0,High
2025-02-05,Yogurt,Dairy,14,0,High
2025-02-06,Yogurt,Dairy,11,0,High
2025-02-07,Yogurt,Dairy,10,0,High
2025-02-08,Yogurt,Dairy,10,0,High
2025-02-09,Yogurt,Dairy,10,0,High
2025-02-10,Yogurt,Dairy,9,0,High
2025-02-11,Yogurt,Dairy,8,0,High
2025-02-12,Yogurt,Dairy,6,0,High
2025-02-13,Yogurt,Dairy,5,0,High
2025-02-14,Yogurt,Dairy,5,0,High
2025-02-15,Yogurt,Dairy,1,0,High
2025-02-16,Yogurt,Dairy,0,0,Low
2025-02-17,Yogurt,Dairy,0,0,Low
2025-02-18,Yogurt,Dairy,0,0,Low
2025-02-19,Yogurt,Dairy,0,0,Low
2025-02-20,Yogurt,Dairy,0,0,Low
2025-02-21,Yogurt,Dairy,0,0,Low
2025-02-22,Yogurt,Dairy,0,0,Low
2025-02-23,Yogurt,Dairy,0,0,Low
2025-02-24,Yogurt,Dairy,0,0,Low
2025-02-25,Yogurt,Dairy,0,0,Low
2025-02-26,Yogurt,Dairy,0,0,Low
2025-02-27,Yogurt,Dairy,0,0,Low
2025-02-28,Yogurt,Dairy,0,0,Low
2025-03-01,Yogurt,Dairy,0,0,Low
2025-03-02,Yogurt,Dairy,0,0,Low
2025-03-03,Yogurt,Dairy,0,0,Low
2025-03-04,Yogurt,Dairy,0,0,Low
2025-03-05,Yogurt,Dairy,0,0,Low
2025-03-06,Yogurt,Dairy,0,0,Low
2025-03-07,Yogurt,Dairy,0,0,Low
2025-03-08,Yogurt,Dairy,0,0,Low
2025-03-09,Yogurt,Dairy,0,0,Low
2025-03-10,Yogurt,Dairy,0,0,Low
2025-03-11,Yogurt,Dairy,0,0,Low
2025-03-12,Yogurt,Dairy,0,0,Low
2025-03-13,Yogurt,Dairy,0,0,Low
2025-03-14,Yogurt,Dairy,0,0,Low
2025-03-15,Yogurt,Dairy,0,0,Low
2025-03-16,Yogurt,Dairy,0,0,Low
2025-03-17,Yogurt,Dairy,0,0,Low
2025-03-18,Yogurt,Dairy,0,0,Low
2025-03-19,Yogurt,Dairy,0,0,Low
2025-03-20,Yogurt,Dairy,0,0,Low
2025-03-21,Yogurt,Dairy,0,0,Low
2025-03-22,Yogurt,Dairy,0,0,Low
2025-03-23,Yogurt,Dairy,0,0,Low
2025-03-24,Yogurt,Dairy,0,0,Low
2025-03-25,Yogurt,Dairy,0,0,Low
2025-03-26,Yogurt,Dairy,0,0,Low
2025-03-27,Yogurt,Dairy,0,0,Low
2025-03-28,Yogurt,Dairy,0,0,Low
2025-03-29,Yogurt,Dairy,0,0,Low
2025-03-30,Yogurt,Dairy,0,0,Low
2025-03-31,Yogurt,Dairy,0,0,Low
2025-04-01,Yogurt,Dairy,0,0,Low
2025-04-02,Yogurt,Dairy,0,0,Low
2025-04-03,Yogurt,Dairy,0,0,Low
2025-04-04,Yogurt,Dairy,0,0,Low
2025-04-05,Yogurt,Dairy,0,0,Low
2025-04-06,Yogurt,Dairy,0,0,Low
2025-04-07,Yogurt,Dairy,0,0,Low
2025-04-08,Yogurt,Dairy,0,0,Low
2025-04-09,Yogurt,Dairy,0,0,Low
2025-04-10,Yogurt,Dairy,0,0,Low
2025-04-11,Yogurt,Dairy,0,0,Low
2025-04-12,Yogurt,Dairy,0,0,Low
2025-04-13,Yogurt,Dairy,0,0,Low
2025-04-14,Yogurt,Dairy,0,0,Low
2025-04-15,Yogurt,Dairy,0,0,Low
2025-04-16,Yogurt,Dairy,0,0,Low
2025-04-17,Yogurt,Dairy,0,0,Low
2025-04-18,Yogurt,Dairy,0,0,Low
2025-04-19,Yogurt,Dairy,0,0,Low
2025-04-20,Yogurt,Dairy,0,0,Low
2025-04-21,Yogurt,Dairy,0,0,Low
2025-04-22,Yogurt,Dairy,0,0,Low
2025-04-23,Yogurt,Dairy,0,0,Low
2025-04-24,Yogurt,Dairy,0,0,Low
2025-04-25,Yogurt,Dairy,0,0,Low
2025-04-26,Yogurt,Dairy,0,0,Low
2025-04-27,Yogurt,Dairy,0,0,Low
2025-04-28,Yogurt,Dairy,0,0,Low
2025-04-29,Yogurt,Dairy,0,0,Low
2025-04-30,Yogurt,Dairy,0,0,Low
2025-05-01,Yogurt,Dairy,0,0,Low
2025-05-02,Yogurt,Dairy,0,0,Low
2025-05-03,Yogurt,Dairy,0,0,Low
2025-05-04,Yogurt,Dairy,0,0,Low
2025-05-05,Yogurt,Dairy,0,0,Low
2025-05-06,Yogurt,Dairy,0,0,Low
2025-05-07,Yogurt,Dairy,0,0,Low
2025-05-08,Yogurt,Dairy,0,0,Low
2025-05-09,Yogurt,Dairy,0,0,Low
2025-05-10,Yogurt,Dairy,0,0,Low
2025-05-11,Yogurt,Dairy,0,0,Low
2025-05-12,Yogurt,Dairy,0,0,Low
2025-05-13,Yogurt,Dairy,0,0,Low
2025-05-14,Yogurt,Dairy,0,0,Low
2025-05-15,Yogurt,Dairy,0,0,Low
2025-05-16,Yogurt,Dairy,0,0,Low
2025-05-17,Yogurt,Dairy,0,0,Low
2025-05-18,Yogurt,Dairy,0,0,Low
2025-05-19,Yogurt,Dairy,0,0,Low
2025-05-20,Yogurt,Dairy,0,0,Low
2025-05-21,Yogurt,Dairy,0,0,Low
2025-05-22,Yogurt,Dairy,0,0,Low
2025-05-23,Yogurt,Dairy,0,0,Low
2025-05-24,Yogurt,Dairy,0,0,Low
2025-05-25,Yogurt,Dairy,0,0,Low
2025-05-26,Yogurt,Dairy,0,0,Low
2025-05-27,Yogurt,Dairy,0,0,Low
2025-05-28,Yogurt,Dairy,0,0,Low
2025-05-29,Yogurt,Dairy,0,0,Low
2025-05-30,Yogurt,Dairy,0,0,Low
2025-05-31,Yogurt,Dairy,0,0,Low
2025-06-01,Yogurt,Dairy,0,0,Low
2025-06-02,Yogurt,Dairy,0,0,Low
2025-06-03,Yogurt,Dairy,0,0,Low
2025-06-04,Yogurt,Dairy,0,0,Low
2025-06-05,Yogurt,Dairy,0,0,Low
2025-06-06,Yogurt,Dairy,0,0,Low
2025-06-07,Yogurt,Dairy,0,0,Low
2025-06-08,Yogurt,Dairy,0,0,Low
2025-06-09,Yogurt,Dairy,0,0,Low
2025-06-10,Yogurt,Dairy,0,0,Low
2025-06-11,Yogurt,Dairy,0,0,Low
2025-06-12,Yogurt,Dairy,0,0,Low
2025-06-13,Yogurt,Dairy,0,0,Low
2025-06-14,Yogurt,Dairy,0,0,Low
2025-06-15,Yogurt,Dairy,0,0,Low
2025-06-16,Yogurt,Dairy,0,0,Low
2025-06-17,Yogurt,Dairy,0,0,Low
2025-06-18,Yogurt,Dairy,0,0,Low
2025-06-19,Yogurt,Dairy,0,0,Low
2025-06-20,Yogurt,Dairy,0,0,Low
2025-06-21,Yogurt,Dairy,0,0,Low
2025-06-22,Yogurt,Dairy,0,0,Low
2025-06-23,Yogurt,Dairy,0,0,Low
2025-06-24,Yogurt,Dairy,0,0,Low
2025-06-25,Yogurt,Dairy,0,0,Low
2025-06-26,Yogurt,Dairy,0,0,Low
2025-06-27,Yogurt,Dairy,0,0,Low
2025-06-28,Yogurt,Dairy,0,0,Low
2025-06-29,Yogurt,Dairy,0,0,Low
2025-06-30,Yogurt,Dairy,0,0,Low
2025-07-01,Yogurt,Dairy,0,0,Low
2025-07-02,Yogurt,Dairy,0,0,Low
2025-07-03,Yogurt,Dairy,0,0,Low
2025-07-04,Yogurt,Dairy,0,0,Low
2025-07-05,Yogurt,Dairy,0,0,Low
2025-07-06,Yogurt,Dairy,0,0,Low
2025-07-07,Yogurt,Dairy,0,0,Low
2025-07-08,Yogurt,Dairy,0,0,Low
2025-07-09,Yogurt,Dairy,0,0,Low
2025-07-10,Yogurt,Dairy,0,0,Low
2025-07-11,Yogurt,Dairy,0,0,Low
2025-07-12,Yogurt,Dairy,0,0,Low
2025-07-13,Yogurt,Dairy,0,0,Low
2025-07-14,Yogurt,Dairy,0,0,Low
2025-07-15,Yogurt,Dairy,0,0,Low
2025-07-16,Yogurt,Dairy,0,0,Low
2025-07-17,Yogurt,Dairy,0,0,Low
2025-07-18,Yogurt,Dairy,0,0,Low
2025-07-19,Yogurt,Dairy,0,0,Low
2025-07-20,Yogurt,Dairy,0,0,Low
2025-07-21,Yogurt,Dairy,0,0,Low
2025-07-22,Yogurt,Dairy,0,0,Low
2025-07-23,Yogurt,Dairy,0,0,Low
2025-07-24,Yogurt,Dairy,0,0,Low
2025-07-25,Yogurt,Dairy,0,0,Low
2025-07-26,Yogurt,Dairy,0,0,Low
2025-07-27,Yogurt,Dairy,0,0,Low
2025-07-28,Yogurt,Dairy,0,0,Low
2025-07-29,Yogurt,Dairy,0,0,Low
2025-07-30,Yogurt,Dairy,0,0,Low
2025-07-31,Yogurt,Dairy,0,0,Low
2025-08-01,Yogurt,Dairy,0,0,Low
2025-08-02,Yogurt,Dairy,0,0,Low
2025-08-03,Yogurt,Dairy,0,0,Low
2025-08-04,Yogurt,Dairy,0,0,Low
2025-08-05,Yogurt,Dairy,0,0,Low
2025-08-06,Yogurt,Dairy,0,0,Low
2025-08-07,Yogurt,Dairy,0,0,Low
2025-08-08,Yogurt,Dairy,0,0,Low
2025-08-09,Yogurt,Dairy,0,0,Low
2025-08-10,Yogurt,Dairy,0,0,Low
2025-08-11,Yogurt,Dairy,0,0,Low
2025-08-12,Yogurt,Dairy,0,0,Low
2025-08-13,Yogurt,Dairy,0,0,Low
2025-08-14,Yogurt,Dairy,0,0,Low
2025-08-15,Yogurt,Dairy,0,0,Low
2025-08-16,Yogurt,Dairy,0,0,Low
2025-08-17,Yogurt,Dairy,0,0,Low
2025-08-18,Yogurt,Dairy,0,0,Low
2025-08-19,Yogurt,Dairy,0,0,Low
2025-08-20,Yogurt,Dairy,0,0,Low
2025-08-21,Yogurt,Dairy,0,0,Low
2025-08-22,Yogurt,Dairy,0,0,Low
2025-08-23,Yogurt,Dairy,0,0,Low
2025-08-24,Yogurt,Dairy,0,0,Low
2025-08-25,Yogurt,Dairy,0,0,Low
2025-08-26,Yogurt,Dairy,0,0,Low
2025-08-27,Yogurt,Dairy,0,0,Low
2025-08-28,Yogurt,Dairy,0,0,Low
2025-08-29,Yogurt,Dairy,0,0,Low
2025-08-30,Yogurt,Dairy,0,0,Low
2025-08-31,Yogurt,Dairy,0,0,Low
2025-09-01,Yogurt,Dairy,0,0,Low
2025-09-02,Yogurt,Dairy,0,0,Low
2025-09-03,Yogurt,Dairy,0,0,Low
2025-09-04,Yogurt,Dairy,0,0,Low
2025-09-05,Yogurt,Dairy,0,0,Low
2025-09-06,Yogurt,Dairy,0,0,Low
2025-09-07,Yogurt,Dairy,0,0,Low
2025-09-08,Yogurt,Dairy,0,0,Low
2025-09-09,Yogurt,Dairy,0,0,Low
2025-09-10,Yogurt,Dairy,0,0,Low
2025-09-11,Yogurt,Dairy,0,0,Low
2025-09-12,Yogurt,Dairy,0,0,Low
2025-09-13,Yogurt,Dairy,0,0,Low
2025-09-14,Yogurt,Dairy,0,0,Low
2025-09-15,Yogurt,Dairy,0,0,Low
2025-09-16,Yogurt,Dairy,0,0,Low
2025-09-17,Yogurt,Dairy,0,0,Low
2025-09-18,Yogurt,Dairy,0,0,Low
2025-09-19,Yogurt,Dairy,0,0,Low
2025-09-20,Yogurt,Dairy,0,0,Low
2025-09-21,Yogurt,Dairy,0,0,Low
2025-09-22,Yogurt,Dairy,0,0,Low
2025-09-23,Yogurt,Dairy,0,0,Low
2025-09-24,Yogurt,Dairy,0,0,Low
2025-09-25,Yogurt,Dairy,0,0,Low
2025-09-26,Yogurt,Dairy,0,0,Low
2025-09-27,Yogurt,Dairy,0,0,Low
2025-09-28,Yogurt,Dairy,0,0,Low
2025-09-29,Yogurt,Dairy,0,0,Low
2025-09-30,Yogurt,Dairy,0,0,Low
2025-10-01,Yogurt,Dairy,0,0,Low
2025-10-02,Yogurt,Dairy,0,0,Low
2025-10-03,Yogurt,Dairy,0,0,Low
2025-10-04,Yogurt,Dairy,0,0,Low
2025-10-05,Yogurt,Dairy,0,0,Low
2025-10-06,Yogurt,Dairy,0,0,Low
2025-10-07,Yogurt,Dairy,0,0,Low
2025-10-08,Yogurt,Dairy,0,0,Low
2025-10-09,Yogurt,Dairy,0,0,Low
2025-10-10,Yogurt,Dairy,0,0,Low
2025-10-11,Yogurt,Dairy,0,0,Low
2025-10-12,Yogurt,Dairy,0,0,Low
2025-10-13,Yogurt,Dairy,0,0,Low
2025-10-14,Yogurt,Dairy,0,0,Low
2025-10-15,Yogurt,Dairy,0,0,Low
2025-10-16,Yogurt,Dairy,0,0,Low
2025-10-17,Yogurt,Dairy,0,0,Low
2025-10-18,Yogurt,Dairy,0,0,Low
2025-10-19,Yogurt,Dairy,0,0,Low
2025-10-20,Yogurt,Dairy,0,0,Low
2025-10-21,Yogurt,Dairy,0,0,Low
2025-10-22,Yogurt,Dairy,0,0,Low
2025-10-23,Yogurt,Dairy,0,0,Low
2025-10-24,Yogurt,Dairy,0,0,Low
2025-10-25,Yogurt,Dairy,0,0,Low
2025-10-26,Yogurt,Dairy,0,0,Low
2025-10-27,Yogurt,Dairy,0,0,Low
2025-10-28,Yogurt,Dairy,0,0,Low
2025-10-29,Yogurt,Dairy,0,0,Low
2025-10-30,Yogurt,Dairy,0,0,Low
2025-10-31,Yogurt,Dairy,0,0,Low
2025-11-01,Yogurt,Dairy,0,0,Low
2025-11-02,Yogurt,Dairy,0,0,Low
2025-11-03,Yogurt,Dairy,0,0,Low
2025-11-04,Yogurt,Dairy,0,0,Low
2025-11-05,Yogurt,Dairy,0,0,Low
2025-11-06,Yogurt,Dairy,0,0,Low
2025-11-07,Yogurt,Dairy,0,0,Low
2025-11-08,Yogurt,Dairy,0,0,Low
2025-11-09,Yogurt,Dairy,0,0,Low
2025-11-10,Yogurt,Dairy,0,0,Low
2025-11-11,Yogurt,Dairy,0,0,Low
2025-11-12,Yogurt,Dairy,0,0,Low
