date,product_name,demand_qty
2025-03-22,Yogurt,0
2025-03-23,Yogurt,2
2025-03-24,Yogurt,1
2025-03-25,Yogurt,3
2025-03-26,Yogurt,2
2025-03-27,Yogurt,3
2025-03-28,Yogurt,0
2025-03-29,Yogurt,3
2025-03-30,Yogurt,2
2025-03-31,Yogurt,0
2025-04-01,Yogurt,1
2025-04-02,Yogurt,1
2025-04-03,Yogurt,1
2025-04-04,Yogurt,3
2025-04-05,Yogurt,0
2025-04-06,Yogurt,0
2025-04-07,Yogurt,1
2025-04-08,Yogurt,2
2025-04-09,Yogurt,1
2025-04-10,Yogurt,2
2025-04-11,Yogurt,3
2025-04-12,Yogurt,0
2025-04-13,Yogurt,2
2025-04-14,Yogurt,2
2025-04-15,Yogurt,2
2025-04-16,Yogurt,3
2025-04-17,Yogurt,3
2025-04-18,Yogurt,1
2025-04-19,Yogurt,3
2025-04-20,Yogurt,2
2025-04-21,Yogurt,4
2025-04-22,Yogurt,0
2025-04-23,Yogurt,0
2025-04-24,Yogurt,2
2025-04-25,Yogurt,1
2025-04-26,Yogurt,1
2025-04-27,Yogurt,2
2025-04-28,Yogurt,0
2025-04-29,Yogurt,2
2025-04-30,Yogurt,0
2025-05-01,Yogurt,2
2025-05-02,Yogurt,1
2025-05-03,Yogurt,2
2025-05-04,Yogurt,0
2025-05-05,Yogurt,3
2025-05-06,Yogurt,3
2025-05-07,Yogurt,1
2025-05-08,Yogurt,1
2025-05-09,Yogurt,0
2025-05-10,Yogurt,5
2025-05-11,Yogurt,0
2025-05-12,Yogurt,0
2025-05-13,Yogurt,4
2025-05-14,Yogurt,2
2025-05-15,Yogurt,3
2025-05-16,Yogurt,1
2025-05-17,Yogurt,0
2025-05-18,Yogurt,3
2025-05-19,Yogurt,2
2025-05-20,Yogurt,1
2025-05-21,Yogurt,1
2025-05-22,Yogurt,2
2025-05-23,Yogurt,1
2025-05-24,Yogurt,1
2025-05-25,Yogurt,0
2025-05-26,Yogurt,0
2025-05-27,Yogurt,4
2025-05-28,Yogurt,0
2025-05-29,Yogurt,4
2025-05-30,Yogurt,1
2025-05-31,Yogurt,2
2025-06-01,Yogurt,1
2025-06-02,Yogurt,1
2025-06-03,Yogurt,3
2025-06-04,Yogurt,3
2025-06-05,Yogurt,2
2025-06-06,Yogurt,4
2025-06-07,Yogurt,1
2025-06-08,Yogurt,1
2025-06-09,Yogurt,0
2025-06-10,Yogurt,2
2025-06-11,Yogurt,1
2025-06-12,Yogurt,4
2025-06-13,Yogurt,0
2025-06-14,Yogurt,0
2025-06-15,Yogurt,0
2025-06-16,Yogurt,0
2025-06-17,Yogurt,4
2025-06-18,Yogurt,3
2025-06-19,Yogurt,0
2025-06-20,Yogurt,4
2025-06-21,Yogurt,0
2025-06-22,Yogurt,5
2025-06-23,Yogurt,0
2025-06-24,Yogurt,3
2025-06-25,Yogurt,0
2025-06-26,Yogurt,6
2025-06-27,Yogurt,0
2025-06-28,Yogurt,0
2025-06-29,Yogurt,0
2025-06-30,Yogurt,3
2025-07-01,Yogurt,3
2025-07-02,Yogurt,0
2025-07-03,Yogurt,2
2025-07-04,Yogurt,1
2025-07-05,Yogurt,0
2025-07-06,Yogurt,0
2025-07-07,Yogurt,0
2025-07-08,Yogurt,3
2025-07-09,Yogurt,0
2025-07-10,Yogurt,1
2025-07-11,Yogurt,2
2025-07-12,Yogurt,0
2025-07-13,Yogurt,1
2025-07-14,Yogurt,0
2025-07-15,Yogurt,4
2025-07-16,Yogurt,1
2025-07-17,Yogurt,3
2025-07-18,Yogurt,1
2025-07-19,Yogurt,4
2025-07-20,Yogurt,2
2025-07-21,Yogurt,2
2025-07-22,Yogurt,0
2025-07-23,Yogurt,0
2025-07-24,Yogurt,2
2025-07-25,Yogurt,0
2025-07-26,Yogurt,3
2025-07-27,Yogurt,0
2025-07-28,Yogurt,1
2025-07-29,Yogurt,3
2025-07-30,Yogurt,0
2025-07-31,Yogurt,4
2025-08-01,Yogurt,0
2025-08-02,Yogurt,0
2025-08-03,Yogurt,2
2025-08-04,Yogurt,2
2025-08-05,Yogurt,2
2025-08-06,Yogurt,0
2025-08-07,Yogurt,1
2025-08-08,Yogurt,4
2025-08-09,Yogurt,3
2025-08-10,Yogurt,4
2025-08-11,Yogurt,2
2025-08-12,Yogurt,1
2025-08-13,Yogurt,1
2025-08-14,Yogurt,2
2025-08-15,Yogurt,0
2025-08-16,Yogurt,0
2025-08-17,Yogurt,3
2025-08-18,Yogurt,0
2025-08-19,Yogurt,1
2025-08-20,Yogurt,0
2025-08-21,Yogurt,2
2025-08-22,Yogurt,0
2025-08-23,Yogurt,0
2025-08-24,Yogurt,0
2025-08-25,Yogurt,1
2025-08-26,Yogurt,0
2025-08-27,Yogurt,1
2025-08-28,Yogurt,0
2025-08-29,Yogurt,0
2025-08-30,Yogurt,2
2025-08-31,Yogurt,3
2025-09-01,Yogurt,0
2025-09-02,Yogurt,0
2025-09-03,Yogurt,0
2025-09-04,Yogurt,2
2025-09-05,Yogurt,0
2025-09-06,Yogurt,1
2025-09-07,Yogurt,0
2025-09-08,Yogurt,2
2025-09-09,Yogurt,0
2025-09-10,Yogurt,2
2025-09-11,Yogurt,3
2025-09-12,Yogurt,3
2025-09-13,Yogurt,2
2025-09-14,Yogurt,0
2025-09-15,Yogurt,4
2025-09-16,Yogurt,3
2025-09-17,Yogurt,0
2025-09-18,Yogurt,2
2025-09-19,Yogurt,0
2025-09-20,Yogurt,2
2025-09-21,Yogurt,0
2025-09-22,Yogurt,0
2025-09-23,Yogurt,3
2025-09-24,Yogurt,0
2025-09-25,Yogurt,0
2025-09-26,Yogurt,6
2025-09-27,Yogurt,1
2025-09-28,Yogurt,0
2025-09-29,Yogurt,1
2025-09-30,Yogurt,2
2025-10-01,Yogurt,0
2025-10-02,Yogurt,0
2025-10-03,Yogurt,3
2025-10-04,Yogurt,2
2025-10-05,Yogurt,3
2025-10-06,Yogurt,2
2025-10-07,Yogurt,0
2025-10-08,Yogurt,2
2025-10-09,Yogurt,0
2025-10-10,Yogurt,0
2025-10-11,Yogurt,1
2025-10-12,Yogurt,2
2025-10-13,Yogurt,1
2025-10-14,Yogurt,2
2025-10-15,Yogurt,2
2025-10-16,Yogurt,0
2025-10-17,Yogurt,3
2025-10-18,Yogurt,1
2025-10-19,Yogurt,3
2025-10-20,Yogurt,1
2025-10-21,Yogurt,1
2025-10-22,Yogurt,3
2025-10-23,Yogurt,3
2025-10-24,Yogurt,1
2025-10-25,Yogurt,1
2025-10-26,Yogurt,2
2025-10-27,Yogurt,0
2025-10-28,Yogurt,0
2025-10-29,Yogurt,0
2025-10-30,Yogurt,2
2025-10-31,Yogurt,3
2025-11-01,Yogurt,3
2025-11-02,Yogurt,1
2025-11-03,Yogurt,0
2025-11-04,Yogurt,2
2025-11-05,Yogurt,1
2025-11-06,Yogurt,3
2025-11-07,Yogurt,1
2025-11-08,Yogurt,4
2025-11-09,Yogurt,1
2025-11-10,Yogurt,0
2025-11-11,Yogurt,3
2025-11-12,Yogurt,3
2025-11-13,Yogurt,0
2025-11-14,Yogurt,2
2025-11-15,Yogurt,0
2025-11-16,Yogurt,0
2025-11-17,Yogurt,3
2025-11-18,Yogurt,2
2025-11-19,Yogurt,3
2025-11-20,Yogurt,2
2025-11-21,Yogurt,0
2025-11-22,Yogurt,1
2025-11-23,Yogurt,1
2025-11-24,Yogurt,2
2025-11-25,Yogurt,1
2025-11-26,Yogurt,0
2025-11-27,Yogurt,2
2025-11-28,Yogurt,0
2025-11-29,Yogurt,0
2025-11-30,Yogurt,0
2025-12-01,Yogurt,0
2025-12-02,Yogurt,0
2025-12-03,Yogurt,0
2025-12-04,Yogurt,0
2025-12-05,Yogurt,0
2025-12-06,Yogurt,1
2025-12-07,Yogurt,3
2025-12-08,Yogurt,2
2025-12-09,Yogurt,0
2025-12-10,Yogurt,2
2025-12-11,Yogurt,0
2025-12-12,Yogurt,1
2025-12-13,Yogurt,0
2025-12-14,Yogurt,0
2025-12-15,Yogurt,1
2025-12-16,Yogurt,1
2025-12-17,Yogurt,2
2025-12-18,Yogurt,0
2025-12-19,Yogurt,2
2025-12-20,Yogurt,1
2025-12-21,Yogurt,1
2025-12-22,Yogurt,0
2025-12-23,Yogurt,1
2025-12-24,Yogurt,0
2025-12-25,Yogurt,3
2025-12-26,Yogurt,4
2025-12-27,Yogurt,5
2025-12-28,Yogurt,0
2025-12-29,Yogurt,4
2025-12-30,Yogurt,3
2025-12-31,Yogurt,0
2025-01-01,Banana,23
2025-01-02,Banana,18
2025-01-03,Banana,12
2025-01-04,Banana,12
2025-01-05,Banana,9
2025-01-06,Banana,9
2025-01-07,Banana,10
2025-01-08,Banana,11
2025-01-09,Banana,9
2025-01-10,Banana,12
2025-01-11,Banana,9
2025-01-12,Banana,7
2025-01-13,Banana,7
2025-01-14,Banana,4
2025-01-15,Banana,5
2025-01-16,Banana,2
2025-01-17,Banana,1
2025-01-18,Banana,8
2025-01-19,Banana,3
2025-01-20,Banana,0
2025-01-21,Banana,1
2025-01-22,Banana,0
2025-01-23,Banana,7
2025-01-24,Banana,2
2025-01-25,Banana,1
2025-01-26,Banana,5
2025-01-27,Banana,2
2025-01-28,Banana,3
2025-01-29,Banana,2
2025-01-30,Banana,3
2025-01-31,Banana,0
2025-02-01,Banana,4
2025-02-02,Banana,0
2025-02-03,Banana,0
2025-02-04,Banana,1
2025-02-05,Banana,4
2025-02-06,Banana,1
2025-02-07,Banana,0
2025-02-08,Banana,0
2025-02-09,Banana,0
2025-02-10,Banana,1
2025-02-11,Banana,1
2025-02-12,Banana,3
2025-02-13,Banana,1
2025-02-14,Banana,1
2025-02-15,Banana,3
2025-02-16,Banana,0
2025-02-17,Banana,4
2025-02-18,Banana,3
2025-02-19,Banana,0
2025-02-20,Banana,0
2025-02-21,Banana,1
2025-02-22,Banana,3
2025-02-23,Banana,0
2025-02-24,Banana,1
2025-02-25,Banana,0
2025-02-26,Banana,2
2025-02-27,Banana,0
2025-02-28,Banana,3
2025-03-01,Banana,2
2025-03-02,Banana,1
2025-03-03,Banana,0
2025-03-04,Banana,2
2025-03-05,Banana,2
2025-03-06,Banana,3
2025-03-07,Banana,0
2025-03-08,Banana,2
2025-03-09,Banana,0
2025-03-10,Banana,0
2025-03-11,Banana,3
2025-03-12,Banana,3
2025-03-13,Banana,2
2025-03-14,Banana,4
2025-03-15,Banana,0
2025-03-16,Banana,1
2025-03-17,Banana,0
2025-03-18,Banana,0
2025-03-19,Banana,1
2025-03-20,Banana,0
2025-03-21,Banana,0
2025-03-22,Banana,0
2025-03-23,Banana,0
2025-03-24,Banana,2
2025-03-25,Banana,0
2025-03-26,Banana,2
2025-03-27,Banana,0
2025-03-28,Banana,6
2025-03-29,Banana,1
2025-03-30,Banana,0
2025-03-31,Banana,5
2025-04-01,Banana,0
2025-04-02,Banana,1
2025-04-03,Banana,5
2025-04-04,Banana,3
2025-04-05,Banana,0
2025-04-06,Banana,1
2025-04-07,Banana,1
2025-04-08,Banana,0
2025-04-09,Banana,3
2025-04-10,Banana,1
2025-04-11,Banana,0
2025-04-12,Banana,1
2025-04-13,Banana,2
2025-04-14,Banana,0
2025-04-15,Banana,2
2025-04-16,Banana,0
2025-04-17,Banana,0
2025-04-18,Banana,0
2025-04-19,Banana,1
2025-04-20,Banana,0
2025-04-21,Banana,1
2025-04-22,Banana,0
2025-04-23,Banana,1
2025-04-24,Banana,3
2025-04-25,Banana,0
2025-04-26,Banana,2
2025-04-27,Banana,0
2025-04-28,Banana,2
2025-04-29,Banana,2
2025-04-30,Banana,2
2025-05-01,Banana,0
2025-05-02,Banana,0
2025-05-03,Banana,2
2025-05-04,Banana,0
2025-05-05,Banana,2
2025-05-06,Banana,2
2025-05-07,Banana,1
2025-05-08,Banana,0
2025-05-09,Banana,2
2025-05-10,Banana,2
2025-05-11,Banana,2
2025-05-12,Banana,1
2025-05-13,Banana,1
2025-05-14,Banana,0
2025-05-15,Banana,0
2025-05-16,Banana,1
2025-05-17,Banana,0
2025-05-18,Banana,4
2025-05-19,Banana,1
2025-05-20,Banana,3
2025-05-21,Banana,0
2025-05-22,Banana,1
2025-05-23,Banana,0
2025-05-24,Banana,2
2025-05-25,Banana,1
2025-05-26,Banana,1
2025-05-27,Banana,1
2025-05-28,Banana,3
2025-05-29,Banana,2
2025-05-30,Banana,0
2025-05-31,Banana,2
2025-06-01,Banana,3
2025-06-02,Banana,0
2025-06-03,Banana,1
2025-06-04,Banana,0
2025-06-05,Banana,0
2025-06-06,Banana,0
2025-06-07,Banana,0
2025-06-08,Banana,3
2025-06-09,Banana,0
2025-06-10,Banana,1
2025-06-11,Banana,2
2025-06-12,Banana,1
2025-06-13,Banana,4
2025-06-14,Banana,0
2025-06-15,Banana,0
2025-06-16,Banana,0
2025-06-17,Banana,0
2025-06-18,Banana,3
2025-06-19,Banana,0
2025-06-20,Banana,5
2025-06-21,Banana,2
2025-06-22,Banana,2
2025-06-23,Banana,2
2025-06-24,Banana,1
2025-06-25,Banana,2
2025-06-26,Banana,1
2025-06-27,Banana,0
2025-06-28,Banana,0
2025-06-29,Banana,0
2025-06-30,Banana,3
2025-07-01,Banana,0
2025-07-02,Banana,2
2025-07-03,Banana,1
2025-07-04,Banana,2
2025-07-05,Banana,0
2025-07-06,Banana,0
2025-07-07,Banana,2
2025-07-08,Banana,1
2025-07-09,Banana,2
2025-07-10,Banana,1
2025-07-11,Banana,0
2025-07-12,Banana,0
2025-07-13,Banana,1
2025-07-14,Banana,2
2025-07-15,Banana,0
2025-07-16,Banana,0
2025-07-17,Banana,2
2025-07-18,Banana,0
2025-07-19,Banana,0
2025-07-20,Banana,0
2025-07-21,Banana,3
2025-07-22,Banana,5
2025-07-23,Banana,0
2025-07-24,Banana,2
2025-07-25,Banana,3
2025-07-26,Banana,0
2025-07-27,Banana,1
2025-07-28,Banana,1
2025-07-29,Banana,0
2025-07-30,Banana,2
2025-07-31,Banana,0
2025-08-01,Banana,0
2025-08-02,Banana,2
2025-08-03,Banana,0
2025-08-04,Banana,1
2025-08-05,Banana,2
2025-08-06,Banana,0
2025-08-07,Banana,0
2025-08-08,Banana,2
2025-08-09,Banana,1
2025-08-10,Banana,1
2025-08-11,Banana,0
2025-08-12,Banana,4
2025-08-13,Banana,3
2025-08-14,Banana,1
2025-08-15,Banana,2
2025-08-16,Banana,0
2025-08-17,Banana,1
2025-08-18,Banana,0
2025-08-19,Banana,3
2025-08-20,Banana,2
2025-08-21,Banana,0
2025-08-22,Banana,2
2025-08-23,Banana,2
2025-08-24,Banana,2
2025-08-25,Banana,1
2025-08-26,Banana,2
2025-08-27,Banana,2
2025-08-28,Banana,0
2025-08-29,Banana,0
2025-08-30,Banana,1
2025-08-31,Banana,2
2025-09-01,Banana,3
2025-09-02,Banana,1
2025-09-03,Banana,0
2025-09-04,Banana,1
2025-09-05,Banana,2
2025-09-06,Banana,2
2025-09-07,Banana,0
2025-09-08,Banana,1
2025-09-09,Banana,2
2025-09-10,Banana,2
2025-09-11,Banana,0
2025-09-12,Banana,0
2025-09-13,Banana,3
2025-09-14,Banana,1
2025-09-15,Banana,3
2025-09-16,Banana,2
2025-09-17,Banana,0
2025-09-18,Banana,4
2025-09-19,Banana,2
2025-09-20,Banana,0
2025-09-21,Banana,4
2025-09-22,Banana,1
2025-09-23,Banana,3
2025-09-24,Banana,1
2025-09-25,Banana,2
2025-09-26,Banana,0
2025-09-27,Banana,4
2025-09-28,Banana,0
2025-09-29,Banana,1
2025-09-30,Banana,2
2025-10-01,Banana,0
2025-10-02,Banana,0
2025-10-03,Banana,2
2025-10-04,Banana,0
2025-10-05,Banana,0
2025-10-06,Banana,4
2025-10-07,Banana,1
2025-10-08,Banana,2
2025-10-09,Banana,0
2025-10-10,Banana,1
2025-10-11,Banana,2
2025-10-12,Banana,0
2025-10-13,Banana,0
2025-10-14,Banana,2
2025-10-15,Banana,2
2025-10-16,Banana,2
2025-10-17,Banana,3
2025-10-18,Banana,0
2025-10-19,Banana,0
2025-10-20,Banana,2
2025-10-21,Banana,0
2025-10-22,Banana,1
2025-10-23,Banana,2
2025-10-24,Banana,0
2025-10-25,Banana,3
2025-10-26,Banana,0
2025-10-27,Banana,4
2025-10-28,Banana,0
2025-10-29,Banana,0
2025-10-30,Banana,4
2025-10-31,Banana,0
2025-11-01,Banana,2
2025-11-02,Banana,0
2025-11-03,Banana,1
2025-11-04,Banana,0
2025-11-05,Banana,3
2025-11-06,Banana,4
2025-11-07,Banana,2
2025-11-08,Banana,0
2025-11-09,Banana,0
2025-11-10,Banana,2
2025-11-11,Banana,0
2025-11-12,Banana,0
2025-11-13,Banana,0
2025-11-14,Banana,2
2025-11-15,Banana,4
2025-11-16,Banana,0
2025-11-17,Banana,0
2025-11-18,Banana,2
2025-11-19,Banana,0
2025-11-20,Banana,0
2025-11-21,Banana,0
2025-11-22,Banana,0
2025-11-23,Banana,0
2025-11-24,Banana,0
2025-11-25,Banana,0
2025-11-26,Banana,0
2025-11-27,Banana,1
2025-11-28,Banana,3
2025-11-29,Banana,1
2025-11-30,Banana,0
2025-12-01,Banana,0
2025-12-02,Banana,3
2025-12-03,Banana,1
2025-12-04,Banana,0
2025-12-05,Banana,1
2025-12-06,Banana,0
2025-12-07,Banana,5
2025-12-08,Banana,0
2025-12-09,Banana,1
2025-12-10,Banana,0
2025-12-11,Banana,2
2025-12-12,Banana,5
2025-12-13,Banana,0
2025-12-14,Banana,2
2025-12-15,Banana,0
2025-12-16,Banana,6
2025-12-17,Banana,0
2025-12-18,Banana,0
2025-12-19,Banana,4
2025-12-20,Banana,1
2025-12-21,Banana,0
2025-12-22,Banana,0
2025-12-23,Banana,4
2025-12-24,Banana,0
2025-12-25,Banana,1
2025-12-26,Banana,4
2025-12-27,Banana,0
2025-12-28,Banana,1
2025-12-29,Banana,2
2025-12-30,Banana,2
2025-12-31,Banana,1
2025-01-01,Apple,22
2025-01-02,Apple,10
2025-01-03,Apple,19
2025-01-04,Apple,10
2025-01-05,Apple,16
2025-01-06,Apple,11
2025-01-07,Apple,7
2025-01-08,Apple,9
2025-01-09,Apple,2
2025-01-10,Apple,7
2025-01-11,Apple,8
2025-01-12,Apple,2
2025-01-13,Apple,3
2025-01-14,Apple,4
2025-01-15,Apple,5
2025-01-16,Apple,6
2025-01-17,Apple,7
2025-01-18,Apple,0
2025-01-19,Apple,4
2025-01-20,Apple,0
2025-01-21,Apple,2
2025-01-22,Apple,2
2025-01-23,Apple,1
2025-01-24,Apple,0
2025-01-25,Apple,0
2025-01-26,Apple,1
2025-01-27,Apple,1
2025-01-28,Apple,0
2025-01-29,Apple,0
2025-01-30,Apple,1
2025-01-31,Apple,3
2025-02-01,Apple,4
2025-02-02,Apple,3
2025-02-03,Apple,0
2025-02-04,Apple,0
2025-02-05,Apple,0
2025-02-06,Apple,2
2025-02-07,Apple,0
2025-02-08,Apple,3
2025-02-09,Apple,1
2025-02-10,Apple,2
2025-02-11,Apple,0
2025-02-12,Apple,0
2025-02-13,Apple,0
2025-02-14,Apple,0
2025-02-15,Apple,0
2025-02-16,Apple,1
2025-02-17,Apple,0
2025-02-18,Apple,0
2025-02-19,Apple,0
2025-02-20,Apple,2
2025-02-21,Apple,1
2025-02-22,Apple,2
2025-02-23,Apple,2
2025-02-24,Apple,0
2025-02-25,Apple,0
2025-02-26,Apple,1
2025-02-27,Apple,3
2025-02-28,Apple,2
2025-03-01,Apple,2
2025-03-02,Apple,1
2025-03-03,Apple,0
2025-03-04,Apple,1
2025-03-05,Apple,0
2025-03-06,Apple,1
2025-03-07,Apple,1
2025-03-08,Apple,1
2025-03-09,Apple,0
2025-03-10,Apple,2
2025-03-11,Apple,0
2025-03-12,Apple,0
2025-03-13,Apple,2
2025-03-14,Apple,1
2025-03-15,Apple,3
2025-03-16,Apple,1
2025-03-17,Apple,0
2025-03-18,Apple,2
2025-03-19,Apple,0
2025-03-20,Apple,0
2025-03-21,Apple,1
2025-03-22,Apple,2
2025-03-23,Apple,3
2025-03-24,Apple,2
2025-03-25,Apple,2
2025-03-26,Apple,1
2025-03-27,Apple,3
2025-03-28,Apple,1
2025-03-29,Apple,0
2025-03-30,Apple,1
2025-03-31,Apple,1
2025-04-01,Apple,2
2025-04-02,Apple,0
2025-04-03,Apple,2
2025-04-04,Apple,0
2025-04-05,Apple,2
2025-04-06,Apple,0
2025-04-07,Apple,0
2025-04-08,Apple,3
2025-04-09,Apple,0
2025-04-10,Apple,4
2025-04-11,Apple,4
2025-04-12,Apple,4
2025-04-13,Apple,0
2025-04-14,Apple,3
2025-04-15,Apple,0
2025-04-16,Apple,1
2025-04-17,Apple,2
2025-04-18,Apple,1
2025-04-19,Apple,4
2025-04-20,Apple,2
2025-04-21,Apple,2
2025-04-22,Apple,0
2025-04-23,Apple,0
2025-04-24,Apple,0
2025-04-25,Apple,3
2025-04-26,Apple,2
2025-04-27,Apple,2
2025-04-28,Apple,3
2025-04-29,Apple,3
2025-04-30,Apple,0
2025-05-01,Apple,4
2025-05-02,Apple,1
2025-05-03,Apple,0
2025-05-04,Apple,1
2025-05-05,Apple,5
2025-05-06,Apple,3
2025-05-07,Apple,0
2025-05-08,Apple,0
2025-05-09,Apple,0
2025-05-10,Apple,2
2025-05-11,Apple,5
2025-05-12,Apple,2
2025-05-13,Apple,0
2025-05-14,Apple,4
2025-05-15,Apple,0
2025-05-16,Apple,1
2025-05-17,Apple,0
2025-05-18,Apple,0
2025-05-19,Apple,4
2025-05-20,Apple,1
2025-05-21,Apple,2
2025-05-22,Apple,0
2025-05-23,Apple,1
2025-05-24,Apple,1
2025-05-25,Apple,4
2025-05-26,Apple,0
2025-05-27,Apple,1
2025-05-28,Apple,4
2025-05-29,Apple,1
2025-05-30,Apple,0
2025-05-31,Apple,0
2025-06-01,Apple,0
2025-06-02,Apple,1
2025-06-03,Apple,0
2025-06-04,Apple,1
2025-06-05,Apple,2
2025-06-06,Apple,4
2025-06-07,Apple,0
2025-06-08,Apple,0
2025-06-09,Apple,6
2025-06-10,Apple,0
2025-06-11,Apple,0
2025-06-12,Apple,2
2025-06-13,Apple,0
2025-06-14,Apple,0
2025-06-15,Apple,3
2025-06-16,Apple,0
2025-06-17,Apple,0
2025-06-18,Apple,4
2025-06-19,Apple,2
2025-06-20,Apple,2
2025-06-21,Apple,3
2025-06-22,Apple,4
2025-06-23,Apple,4
2025-06-24,Apple,3
2025-06-25,Apple,0
2025-06-26,Apple,0
2025-06-27,Apple,3
2025-06-28,Apple,0
2025-06-29,Apple,0
2025-06-30,Apple,0
2025-07-01,Apple,2
2025-07-02,Apple,0
2025-07-03,Apple,3
2025-07-04,Apple,2
2025-07-05,Apple,3
2025-07-06,Apple,2
2025-07-07,Apple,0
2025-07-08,Apple,3
2025-07-09,Apple,1
2025-07-10,Apple,1
2025-07-11,Apple,3
2025-07-12,Apple,2
2025-07-13,Apple,0
2025-07-14,Apple,1
2025-07-15,Apple,4
2025-07-16,Apple,0
2025-07-17,Apple,2
2025-07-18,Apple,1
2025-07-19,Apple,0
2025-07-20,Apple,3
2025-07-21,Apple,3
2025-07-22,Apple,0
2025-07-23,Apple,0
2025-07-24,Apple,0
2025-07-25,Apple,1
2025-07-26,Apple,0
2025-07-27,Apple,3
2025-07-28,Apple,0
2025-07-29,Apple,1
2025-07-30,Apple,2
2025-07-31,Apple,2
2025-08-01,Apple,2
2025-08-02,Apple,0
2025-08-03,Apple,2
2025-08-04,Apple,1
2025-08-05,Apple,0
2025-08-06,Apple,0
2025-08-07,Apple,1
2025-08-08,Apple,0
2025-08-09,Apple,1
2025-08-10,Apple,1
2025-08-11,Apple,0
2025-08-12,Apple,1
2025-08-13,Apple,3
2025-08-14,Apple,0
2025-08-15,Apple,0
2025-08-16,Apple,2
2025-08-17,Apple,2
2025-08-18,Apple,5
2025-08-19,Apple,2
2025-08-20,Apple,3
2025-08-21,Apple,1
2025-08-22,Apple,2
2025-08-23,Apple,4
2025-08-24,Apple,0
2025-08-25,Apple,3
2025-08-26,Apple,1
2025-08-27,Apple,1
2025-08-28,Apple,0
2025-08-29,Apple,3
2025-08-30,Apple,1
2025-08-31,Apple,2
2025-09-01,Apple,0
2025-09-02,Apple,3
2025-09-03,Apple,0
2025-09-04,Apple,1
2025-09-05,Apple,0
2025-09-06,Apple,0
2025-09-07,Apple,0
2025-09-08,Apple,0
2025-09-09,Apple,4
2025-09-10,Apple,0
2025-09-11,Apple,0
2025-09-12,Apple,2
2025-09-13,Apple,4
2025-09-14,Apple,0
2025-09-15,Apple,0
2025-09-16,Apple,0
2025-09-17,Apple,3
2025-09-18,Apple,0
2025-09-19,Apple,0
2025-09-20,Apple,3
2025-09-21,Apple,1
2025-09-22,Apple,0
2025-09-23,Apple,2
2025-09-24,Apple,1
2025-09-25,Apple,0
2025-09-26,Apple,0
2025-09-27,Apple,1
2025-09-28,Apple,0
2025-09-29,Apple,2
2025-09-30,Apple,0
2025-10-01,Apple,0
2025-10-02,Apple,2
2025-10-03,Apple,2
2025-10-04,Apple,1
2025-10-05,Apple,0
2025-10-06,Apple,2
2025-10-07,Apple,0
2025-10-08,Apple,0
2025-10-09,Apple,0
2025-10-10,Apple,0
2025-10-11,Apple,0
2025-10-12,Apple,5
2025-10-13,Apple,3
2025-10-14,Apple,0
2025-10-15,Apple,2
2025-10-16,Apple,0
2025-10-17,Apple,4
2025-10-18,Apple,2
2025-10-19,Apple,0
2025-10-20,Apple,0
2025-10-21,Apple,1
2025-10-22,Apple,2
2025-10-23,Apple,3
2025-10-24,Apple,1
2025-10-25,Apple,1
2025-10-26,Apple,3
2025-10-27,Apple,3
2025-10-28,Apple,0
2025-10-29,Apple,2
2025-10-30,Apple,1
2025-10-31,Apple,0
2025-11-01,Apple,4
2025-11-02,Apple,0
2025-11-03,Apple,3
2025-11-04,Apple,2
2025-11-05,Apple,0
2025-11-06,Apple,1
2025-11-07,Apple,3
2025-11-08,Apple,0
2025-11-09,Apple,0
2025-11-10,Apple,2
2025-11-11,Apple,0
2025-11-12,Apple,1
2025-11-13,Apple,0
2025-11-14,Apple,3
2025-11-15,Apple,1
2025-11-16,Apple,0
2025-11-17,Apple,3
2025-11-18,Apple,0
2025-11-19,Apple,0
2025-11-20,Apple,0
2025-11-21,Apple,2
2025-11-22,Apple,2
2025-11-23,Apple,0
2025-11-24,Apple,4
2025-11-25,Apple,0
2025-11-26,Apple,2
2025-11-27,Apple,3
2025-11-28,Apple,0
2025-11-29,Apple,2
2025-11-30,Apple,2
2025-12-01,Apple,1
2025-12-02,Apple,2
2025-12-03,Apple,0
2025-12-04,Apple,1
2025-12-05,Apple,0
2025-12-06,Apple,0
2025-12-07,Apple,0
2025-12-08,Apple,0
2025-12-09,Apple,0
2025-12-10,Apple,0
2025-12-11,Apple,0
2025-12-12,Apple,3
2025-12-13,Apple,0
2025-12-14,Apple,0
2025-12-15,Apple,1
2025-12-16,Apple,0
2025-12-17,Apple,1
2025-12-18,Apple,1
2025-12-19,Apple,0
2025-12-20,Apple,3
2025-12-21,Apple,0
2025-12-22,Apple,2
2025-12-23,Apple,1
2025-12-24,Apple,0
2025-12-25,Apple,0
2025-12-26,Apple,2
2025-12-27,Apple,0
2025-12-28,Apple,1
2025-12-29,Apple,1
2025-12-30,Apple,4
2025-12-31,Apple,0
2025-01-01,Bread Loaf,33
2025-01-02,Bread Loaf,28
2025-01-03,Bread Loaf,21
2025-01-04,Bread Loaf,24
2025-01-05,Bread Loaf,24
2025-01-06,Bread Loaf,9
2025-01-07,Bread Loaf,15
2025-01-08,Bread Loaf,13
2025-01-09,Bread Loaf,14
2025-01-10,Bread Loaf,13
2025-01-11,Bread Loaf,8
2025-01-12,Bread Loaf,11
2025-01-13,Bread Loaf,8
