Transaction_ID,Date,Product_ID,Store_ID,Quantity,Price,Discount,Total_Sales_Amount
T100437,2023-12-24,P0020,S003,165,43.01,5,7096.65
T100438,2023-11-17,P0016,S005,21,74.45,0,1563.45
T100439,2022-01-16,P0015,S004,26,79.88,0,2076.88
T100440,2023-11-21,P0019,S003,158,21.89,15,3458.62
T100441,2022-12-23,P0007,S002,462,20.62,15,9526.44
T100442,2022-05-03,P0001,S001,18,47.42,20,853.5600000000001
T100443,2023-06-26,P0008,S003,165,40.15,20,6624.75
T100444,2023-01-03,P0011,S002,140,26.75,5,3745.0
T100445,2023-12-12,P0002,S003,82,88.78,10,7279.96
T100446,2023-01-04,P0013,S002,142,63.69,15,9043.98
T100447,2023-09-04,P0012,S002,218,17.11,0,3729.98
T100448,2022-09-27,P0011,S001,11,86.75,15,954.25
T100449,2023-12-30,P0003,S003,265,59.93,20,15881.45
T100450,2022-08-26,P0016,S002,268,77.36,15,20732.48
T100451,2022-01-31,P0007,S002,96,68.86,5,6610.5599999999995
T100452,2022-01-10,P0010,S003,158,37.11,20,5863.38
T100453,2023-04-27,P0013,S002,230,33.62,5,7732.599999999999
T100454,2022-08-22,P0019,S002,47,86.28,15,4055.16
T100455,2023-05-26,P0017,S002,68,66.69,0,4534.92
T100456,2022-08-17,P0007,S001,262,93.58,15,24517.96
T100457,2023-08-02,P0013,S001,315,53.12,20,16732.8
T100458,2022-07-11,P0007,S002,294,19.31,15,5677.139999999999
T100459,2023-11-03,P0013,S003,120,29.25,20,3510.0
T100460,2022-05-09,P0004,S005,20,86.37,5,1727.4
T100461,2023-11-30,P0006,S003,51,31.3,20,1596.3
T100462,2022-06-30,P0007,S003,23,75.48,0,1736.0400000000002
T100463,2022-02-07,P0012,S001,196,93.65,20,18355.4
T100464,2022-07-12,P0015,S005,192,66.47,5,12762.24
T100465,2022-05-14,P0013,S001,89,18.24,0,1623.36
T100466,2023-01-14,P0003,S005,18,49.31,15,887.58
T100467,2023-08-10,P0019,S003,19,14.11,20,268.09
T100468,2022-04-21,P0018,S002,311,65.38,10,20333.18
T100469,2022-06-06,P0002,S002,261,76.77,10,20036.969999999998
T100470,2022-01-13,P0014,S001,58,96.24,10,5581.92
T100471,2023-01-04,P0007,S004,229,23.25,20,5324.25
T100472,2023-01-03,P0014,S004,162,13.03,20,2110.8599999999997
T100473,2023-11-26,P0015,S005,85,49.19,20,4181.15
T100474,2023-03-31,P0018,S003,89,54.07,0,4812.2300000000005
T100475,2023-11-24,P0011,S005,17,21.75,10,369.75
T100476,2022-06-10,P0004,S004,32,95.23,10,3047.36
T100477,2023-08-17,P0010,S002,236,36.93,5,8715.48
T100478,2022-11-11,P0001,S001,77,34.73,5,2674.2099999999996
T100479,2022-05-02,P0007,S001,134,52.27,5,7004.18
T100480,2023-12-18,P0001,S002,55,58.19,15,3200.45
T100481,2023-06-05,P0011,S003,125,68.94,20,8617.5
T100482,2023-11-13,P0003,S003,179,43.9,5,7858.099999999999
T100483,2023-08-27,P0006,S001,0,58.82,20,0.0
T100484,2022-11-05,P0012,S003,371,65.25,15,24207.75
T100485,2023-04-18,P0003,S004,37,54.19,20,2005.03
T100486,2023-02-25,P0002,S002,423,71.3,10,30159.899999999998
T100487,2022-02-20,P0011,S004,176,76.59,15,13479.84
T100488,2023-02-26,P0004,S003,155,66.38,5,10288.9
T100489,2023-06-23,P0008,S001,93,31.92,15,2968.56
T100490,2023-04-05,P0003,S002,36,79.02,0,2844.72
T100491,2022-06-08,P0015,S003,143,55.34,5,7913.620000000001
T100492,2023-10-24,P0014,S005,251,25.85,5,6488.35
T100493,2023-10-28,P0014,S003,30,34.93,5,1047.9
T100494,2022-01-19,P0006,S001,12,50.74,5,608.88
T100495,2023-07-02,P0003,S005,34,35.95,10,1222.3000000000002
T100496,2023-02-18,P0020,S002,241,36.22,5,8729.02
T100497,2023-07-31,P0012,S001,188,39.13,0,7356.4400000000005
T100498,2023-05-23,P0018,S002,91,86.43,0,7865.130000000001
T100499,2022-04-17,P0019,S003,177,52.99,0,9379.23
