Date,Product_ID,Category,Region,Consumption_Units
2022-02-28,P0002,Clothing,South,61
2022-02-28,P0003,Toys,West,121
2022-02-28,P0004,Clothing,South,161
2022-02-28,P0005,Electronics,South,28
2022-02-28,P0006,Electronics,East,106
2022-02-28,P0007,Furniture,North,26
2022-02-28,P0008,Groceries,North,96
2022-02-28,P0009,Electronics,West,366
2022-02-28,P0010,Furniture,West,52
2022-02-28,P0011,Electronics,East,92
2022-02-28,P0012,Groceries,South,261
2022-02-28,P0013,Groceries,South,11
2022-02-28,P0014,Groceries,West,105
2022-02-28,P0015,Clothing,East,189
2022-02-28,P0016,Groceries,South,95
2022-02-28,P0017,Electronics,East,104
2022-02-28,P0018,Electronics,West,37
2022-02-28,P0019,Clothing,East,67
2022-02-28,P0020,Clothing,North,363
2022-03-01,P0001,Toys,North,28
2022-03-01,P0002,Groceries,West,41
2022-03-01,P0003,Electronics,West,172
2022-03-01,P0004,Furniture,West,255
2022-03-01,P0005,Clothing,North,97
2022-03-01,P0006,Groceries,West,57
2022-03-01,P0007,Groceries,South,366
2022-03-01,P0008,Toys,West,120
2022-03-01,P0009,Groceries,North,24
2022-03-01,P0010,Toys,North,30
2022-03-01,P0011,Groceries,North,35
2022-03-01,P0012,Furniture,North,319
2022-03-01,P0013,Furniture,West,13
2022-03-01,P0014,Furniture,North,51
2022-03-01,P0015,Groceries,South,81
2022-03-01,P0016,Clothing,South,92
2022-03-01,P0017,Clothing,West,105
2022-03-01,P0018,Clothing,South,123
2022-03-01,P0019,Toys,West,75
2022-03-01,P0020,Clothing,West,446
2022-03-01,P0001,Groceries,East,114
2022-03-01,P0002,Electronics,East,287
2022-03-01,P0003,Groceries,North,204
2022-03-01,P0004,Toys,North,63
2022-03-01,P0005,Electronics,East,158
2022-03-01,P0006,Groceries,South,23
2022-03-01,P0007,Toys,North,72
2022-03-01,P0008,Electronics,West,37
2022-03-01,P0009,Electronics,South,8
2022-03-01,P0010,Toys,North,31
2022-03-01,P0011,Clothing,West,209
2022-03-01,P0012,Toys,West,90
2022-03-01,P0013,Groceries,East,48
2022-03-01,P0014,Toys,East,93
2022-03-01,P0015,Electronics,West,65
2022-03-01,P0016,Electronics,North,75
2022-03-01,P0017,Groceries,South,9
2022-03-01,P0018,Groceries,South,7
2022-03-01,P0019,Clothing,East,11
2022-03-01,P0020,Furniture,East,296
2022-03-01,P0001,Groceries,North,4
2022-03-01,P0002,Electronics,South,170
2022-03-01,P0003,Groceries,East,144
2022-03-01,P0004,Furniture,East,13
2022-03-01,P0005,Furniture,East,157
2022-03-01,P0006,Clothing,South,426
2022-03-01,P0007,Furniture,West,27
2022-03-01,P0008,Toys,East,69
2022-03-01,P0009,Toys,East,382
2022-03-01,P0010,Groceries,North,284
2022-03-01,P0011,Groceries,East,97
2022-03-01,P0012,Groceries,East,41
2022-03-01,P0013,Groceries,South,427
2022-03-01,P0014,Toys,South,52
2022-03-01,P0015,Furniture,East,169
2022-03-01,P0016,Furniture,West,272
2022-03-01,P0017,Clothing,South,193
2022-03-01,P0018,Electronics,South,143
2022-03-01,P0019,Toys,West,272
2022-03-01,P0020,Furniture,North,294
2022-03-01,P0001,Groceries,North,219
2022-03-01,P0002,Toys,West,390
2022-03-01,P0003,Toys,East,263
2022-03-01,P0004,Electronics,East,73
2022-03-01,P0005,Clothing,West,227
2022-03-01,P0006,Groceries,South,121
2022-03-01,P0007,Clothing,West,68
2022-03-01,P0008,Electronics,West,18
2022-03-01,P0009,Toys,East,4
2022-03-01,P0010,Furniture,North,13
2022-03-01,P0011,Toys,East,319
2022-03-01,P0012,Electronics,West,124
2022-03-01,P0013,Electronics,East,133
2022-03-01,P0014,Furniture,West,20
2022-03-01,P0015,Clothing,East,29
2022-03-01,P0016,Furniture,West,41
2022-03-01,P0017,Electronics,West,79
2022-03-01,P0018,Groceries,West,256
2022-03-01,P0019,Groceries,South,389
2022-03-01,P0020,Groceries,South,44
2022-03-01,P0001,Furniture,East,105
2022-03-01,P0002,Furniture,West,222
2022-03-01,P0003,Electronics,North,63
2022-03-01,P0004,Toys,South,47
2022-03-01,P0005,Electronics,East,83
2022-03-01,P0006,Groceries,West,43
2022-03-01,P0007,Clothing,South,411
2022-03-01,P0008,Clothing,West,259
2022-03-01,P0009,Groceries,North,69
2022-03-01,P0010,Toys,East,234
2022-03-01,P0011,Electronics,North,163
2022-03-01,P0012,Electronics,North,12
2022-03-01,P0013,Toys,North,218
2022-03-01,P0014,Furniture,East,140
2022-03-01,P0015,Clothing,East,179
2022-03-01,P0016,Groceries,West,64
2022-03-01,P0017,Furniture,West,292
2022-03-01,P0018,Clothing,South,310
2022-03-01,P0019,Electronics,West,23
2022-03-01,P0020,Toys,South,274
2022-03-02,P0001,Groceries,South,93
2022-03-02,P0002,Clothing,East,44
2022-03-02,P0003,Groceries,East,50
2022-03-02,P0004,Furniture,North,46
2022-03-02,P0005,Furniture,East,12
2022-03-02,P0006,Clothing,West,121
2022-03-02,P0007,Groceries,South,256
2022-03-02,P0008,Furniture,West,250
2022-03-02,P0009,Electronics,North,157
2022-03-02,P0010,Clothing,North,22
2022-03-02,P0011,Electronics,West,108
2022-03-02,P0012,Furniture,East,122
2022-03-02,P0013,Groceries,North,302
2022-03-02,P0014,Furniture,West,219
2022-03-02,P0015,Electronics,West,254
2022-03-02,P0016,Toys,West,20
2022-03-02,P0017,Clothing,North,106
2022-03-02,P0018,Clothing,South,242
2022-03-02,P0019,Groceries,East,115
2022-03-02,P0020,Electronics,West,89
2022-03-02,P0001,Toys,North,210
2022-03-02,P0002,Furniture,North,382
2022-03-02,P0003,Furniture,West,334
2022-03-02,P0004,Clothing,East,104
2022-03-02,P0005,Groceries,North,42
2022-03-02,P0006,Clothing,East,171
2022-03-02,P0007,Groceries,East,20
2022-03-02,P0008,Furniture,North,19
2022-03-02,P0009,Electronics,North,265
2022-03-02,P0010,Groceries,East,257
2022-03-02,P0011,Toys,South,62
2022-03-02,P0012,Clothing,West,146
2022-03-02,P0013,Electronics,West,337
2022-03-02,P0014,Toys,West,87
2022-03-02,P0015,Groceries,North,162
2022-03-02,P0016,Groceries,West,207
2022-03-02,P0017,Groceries,East,78
2022-03-02,P0018,Toys,East,81
2022-03-02,P0019,Clothing,East,14
2022-03-02,P0020,Electronics,West,100
2022-03-02,P0001,Furniture,North,107
2022-03-02,P0002,Toys,North,82
2022-03-02,P0003,Furniture,South,17
2022-03-02,P0004,Groceries,East,76
2022-03-02,P0005,Electronics,West,18
2022-03-02,P0006,Electronics,East,6
2022-03-02,P0007,Electronics,West,242
2022-03-02,P0008,Clothing,East,223
2022-03-02,P0009,Furniture,West,8
2022-03-02,P0010,Groceries,South,26
2022-03-02,P0011,Electronics,West,56
2022-03-02,P0012,Electronics,North,83
2022-03-02,P0013,Clothing,North,102
2022-03-02,P0014,Toys,East,200
2022-03-02,P0015,Toys,West,68
2022-03-02,P0016,Clothing,West,28
2022-03-02,P0017,Groceries,North,14
2022-03-02,P0018,Groceries,West,172
2022-03-02,P0019,Toys,West,108
2022-03-02,P0020,Toys,East,242
2022-03-02,P0001,Toys,West,59
2022-03-02,P0002,Toys,East,177
2022-03-02,P0003,Clothing,South,84
2022-03-02,P0004,Groceries,South,69
2022-03-02,P0005,Electronics,East,382
2022-03-02,P0006,Furniture,West,267
2022-03-02,P0007,Furniture,South,12
2022-03-02,P0008,Toys,South,95
2022-03-02,P0009,Furniture,North,63
2022-03-02,P0010,Electronics,North,99
2022-03-02,P0011,Furniture,South,124
2022-03-02,P0012,Groceries,East,132
2022-03-02,P0013,Groceries,North,76
2022-03-02,P0014,Furniture,West,245
2022-03-02,P0015,Groceries,South,33
2022-03-02,P0016,Clothing,West,367
2022-03-02,P0017,Electronics,East,48
2022-03-02,P0018,Toys,West,48
2022-03-02,P0019,Toys,South,386
2022-03-02,P0020,Furniture,North,376
2022-03-02,P0001,Groceries,West,198
2022-03-02,P0002,Toys,West,86
2022-03-02,P0003,Toys,East,199
2022-03-02,P0004,Electronics,West,138
2022-03-02,P0005,Clothing,East,72
2022-03-02,P0006,Electronics,West,118
2022-03-02,P0007,Electronics,West,136
2022-03-02,P0008,Clothing,East,143
2022-03-02,P0009,Furniture,East,257
2022-03-02,P0010,Electronics,East,217
2022-03-02,P0011,Toys,East,368
2022-03-02,P0012,Electronics,North,12
2022-03-02,P0013,Groceries,North,191
2022-03-02,P0014,Toys,West,356
2022-03-02,P0015,Clothing,East,178
2022-03-02,P0016,Groceries,West,24
2022-03-02,P0017,Toys,South,65
2022-03-02,P0018,Electronics,South,280
2022-03-02,P0019,Clothing,West,187
2022-03-02,P0020,Clothing,East,147
2022-03-03,P0001,Toys,South,36
2022-03-03,P0002,Groceries,South,309
2022-03-03,P0003,Electronics,South,242
2022-03-03,P0004,Toys,West,40
2022-03-03,P0005,Groceries,East,21
2022-03-03,P0006,Electronics,South,52
2022-03-03,P0007,Toys,North,165
2022-03-03,P0008,Electronics,South,266
2022-03-03,P0009,Electronics,East,8
2022-03-03,P0010,Electronics,East,128
2022-03-03,P0011,Furniture,East,50
2022-03-03,P0012,Toys,West,61
2022-03-03,P0013,Electronics,East,71
2022-03-03,P0014,Groceries,North,222
2022-03-03,P0015,Groceries,South,189
2022-03-03,P0016,Toys,East,141
2022-03-03,P0017,Groceries,East,79
2022-03-03,P0018,Furniture,South,412
2022-03-03,P0019,Clothing,South,233
2022-03-03,P0020,Toys,South,33
2022-03-03,P0001,Toys,North,60
2022-03-03,P0002,Clothing,South,1
2022-03-03,P0003,Toys,North,344
2022-03-03,P0004,Electronics,East,264
2022-03-03,P0005,Furniture,East,14
2022-03-03,P0006,Groceries,East,17
2022-03-03,P0007,Clothing,South,39
2022-03-03,P0008,Groceries,West,52
2022-03-03,P0009,Electronics,South,24
2022-03-03,P0010,Clothing,East,333
2022-03-03,P0011,Clothing,South,447
2022-03-03,P0012,Toys,North,178
2022-03-03,P0013,Electronics,North,86
2022-03-03,P0014,Groceries,South,104
2022-03-03,P0015,Toys,East,51
2022-03-03,P0016,Furniture,North,31
2022-03-03,P0017,Groceries,North,339
2022-03-03,P0018,Electronics,South,137
2022-03-03,P0019,Clothing,North,41
2022-03-03,P0020,Groceries,North,45
2022-03-03,P0001,Clothing,South,132
2022-03-03,P0002,Electronics,East,3
2022-03-03,P0003,Furniture,South,297
2022-03-03,P0004,Furniture,East,99
2022-03-03,P0005,Clothing,North,19
2022-03-03,P0006,Clothing,West,54
2022-03-03,P0007,Electronics,South,183
2022-03-03,P0008,Clothing,North,306
2022-03-03,P0009,Groceries,North,37
2022-03-03,P0010,Toys,East,57
2022-03-03,P0011,Electronics,North,354
2022-03-03,P0012,Clothing,West,216
2022-03-03,P0013,Clothing,East,183
2022-03-03,P0014,Toys,North,203
2022-03-03,P0015,Clothing,West,151
2022-03-03,P0016,Toys,East,196
2022-03-03,P0017,Clothing,North,42
2022-03-03,P0018,Furniture,West,53
2022-03-03,P0019,Groceries,North,35
2022-03-03,P0020,Electronics,North,43
2022-03-03,P0001,Furniture,East,173
2022-03-03,P0002,Furniture,South,139
2022-03-03,P0003,Clothing,North,103
2022-03-03,P0004,Groceries,East,211
2022-03-03,P0005,Clothing,North,22
2022-03-03,P0006,Clothing,East,166
2022-03-03,P0007,Clothing,North,50
2022-03-03,P0008,Toys,East,13
2022-03-03,P0009,Groceries,East,133
2022-03-03,P0010,Clothing,South,38
2022-03-03,P0011,Clothing,South,43
2022-03-03,P0012,Furniture,West,113
2022-03-03,P0013,Furniture,West,30
2022-03-03,P0014,Electronics,East,256
2022-03-03,P0015,Electronics,East,334
2022-03-03,P0016,Electronics,South,58
2022-03-03,P0017,Toys,North,219
2022-03-03,P0018,Electronics,North,44
2022-03-03,P0019,Toys,East,25
2022-03-03,P0020,Clothing,East,209
2022-03-03,P0001,Toys,South,124
2022-03-03,P0002,Clothing,South,82
2022-03-03,P0003,Electronics,North,11
2022-03-03,P0004,Furniture,North,45
2022-03-03,P0005,Clothing,West,91
2022-03-03,P0006,Groceries,East,121
2022-03-03,P0007,Furniture,West,78
2022-03-03,P0008,Toys,West,367
2022-03-03,P0009,Groceries,South,235
2022-03-03,P0010,Electronics,South,127
2022-03-03,P0011,Clothing,West,3
2022-03-03,P0012,Clothing,West,241
2022-03-03,P0013,Groceries,East,12
2022-03-03,P0014,Toys,West,338
2022-03-03,P0015,Furniture,South,243
2022-03-03,P0016,Groceries,East,54
2022-03-03,P0017,Toys,South,26
2022-03-03,P0018,Furniture,West,44
2022-03-03,P0019,Furniture,East,135
2022-03-03,P0020,Electronics,South,142
2022-03-04,P0001,Toys,South,284
2022-03-04,P0002,Electronics,East,195
2022-03-04,P0003,Groceries,North,80
2022-03-04,P0004,Clothing,North,190
2022-03-04,P0005,Toys,West,52
2022-03-04,P0006,Clothing,North,101
2022-03-04,P0007,Toys,East,405
2022-03-04,P0008,Furniture,North,69
2022-03-04,P0009,Electronics,West,9
2022-03-04,P0010,Electronics,North,14
2022-03-04,P0011,Furniture,North,67
2022-03-04,P0012,Toys,South,55
2022-03-04,P0013,Electronics,North,44
2022-03-04,P0014,Furniture,South,7
2022-03-04,P0015,Electronics,South,426
2022-03-04,P0016,Electronics,East,232
2022-03-04,P0017,Electronics,East,295
2022-03-04,P0018,Toys,North,17
2022-03-04,P0019,Clothing,East,86
2022-03-04,P0020,Clothing,West,54
2022-03-04,P0001,Electronics,East,110
2022-03-04,P0002,Furniture,South,385
2022-03-04,P0003,Clothing,West,197
2022-03-04,P0004,Furniture,West,295
2022-03-04,P0005,Clothing,West,9
2022-03-04,P0006,Groceries,North,162
2022-03-04,P0007,Electronics,East,0
2022-03-04,P0008,Furniture,West,104
2022-03-04,P0009,Furniture,North,115
2022-03-04,P0010,Clothing,East,76
2022-03-04,P0011,Furniture,East,10
2022-03-04,P0012,Electronics,West,33
2022-03-04,P0013,Electronics,North,24
2022-03-04,P0014,Electronics,East,206
2022-03-04,P0015,Electronics,South,412
2022-03-04,P0016,Toys,North,406
2022-03-04,P0017,Clothing,East,34
2022-03-04,P0018,Groceries,West,77
2022-03-04,P0019,Furniture,South,28
2022-03-04,P0020,Electronics,East,17
2022-03-04,P0001,Clothing,West,2
2022-03-04,P0002,Toys,North,68
2022-03-04,P0003,Furniture,West,67
2022-03-04,P0004,Groceries,North,121
2022-03-04,P0005,Groceries,East,261
2022-03-04,P0006,Toys,North,107
2022-03-04,P0007,Electronics,West,37
2022-03-04,P0008,Clothing,North,305
2022-03-04,P0009,Furniture,West,112
2022-03-04,P0010,Groceries,East,162
2022-03-04,P0011,Clothing,West,117
2022-03-04,P0012,Groceries,West,25
2022-03-04,P0013,Clothing,West,166
2022-03-04,P0014,Groceries,North,82
2022-03-04,P0015,Clothing,West,25
2022-03-04,P0016,Electronics,South,22
2022-03-04,P0017,Clothing,East,60
2022-03-04,P0018,Electronics,South,221
2022-03-04,P0019,Toys,South,140
2022-03-04,P0020,Clothing,West,25
2022-03-04,P0001,Toys,East,131
2022-03-04,P0002,Toys,East,266
2022-03-04,P0003,Furniture,East,97
2022-03-04,P0004,Groceries,North,24
2022-03-04,P0005,Electronics,East,238
2022-03-04,P0006,Furniture,North,289
2022-03-04,P0007,Groceries,South,138
2022-03-04,P0008,Furniture,South,28
2022-03-04,P0009,Furniture,West,198
2022-03-04,P0010,Furniture,West,192
2022-03-04,P0011,Furniture,South,113
2022-03-04,P0012,Toys,West,97
2022-03-04,P0013,Clothing,West,98
2022-03-04,P0014,Groceries,West,32
2022-03-04,P0015,Toys,East,153
2022-03-04,P0016,Furniture,North,20
2022-03-04,P0017,Toys,North,129
2022-03-04,P0018,Clothing,South,109
2022-03-04,P0019,Groceries,North,392
2022-03-04,P0020,Groceries,East,313
2022-03-04,P0001,Groceries,North,468
2022-03-04,P0002,Furniture,East,43
2022-03-04,P0003,Electronics,North,140
2022-03-04,P0004,Groceries,North,254
2022-03-04,P0005,Furniture,East,66
2022-03-04,P0006,Toys,South,166
2022-03-04,P0007,Furniture,East,131
2022-03-04,P0008,Groceries,North,101
2022-03-04,P0009,Electronics,West,20
2022-03-04,P0010,Electronics,West,106
2022-03-04,P0011,Furniture,South,371
2022-03-04,P0012,Furniture,West,32
2022-03-04,P0013,Groceries,North,168
2022-03-04,P0014,Groceries,East,62
2022-03-04,P0015,Groceries,South,424
2022-03-04,P0016,Furniture,North,12
2022-03-04,P0017,Groceries,East,381
2022-03-04,P0018,Clothing,West,318
2022-03-04,P0019,Clothing,East,117
2022-03-04,P0020,Furniture,West,266
2022-03-05,P0001,Furniture,East,282
2022-03-05,P0002,Electronics,West,168
2022-03-05,P0003,Furniture,South,190
2022-03-05,P0004,Electronics,South,96
2022-03-05,P0005,Clothing,West,403
2022-03-05,P0006,Clothing,North,28
2022-03-05,P0007,Electronics,East,318
2022-03-05,P0008,Toys,West,259
2022-03-05,P0009,Electronics,West,121
2022-03-05,P0010,Groceries,North,31
2022-03-05,P0011,Toys,North,198
2022-03-05,P0012,Clothing,North,435
2022-03-05,P0013,Electronics,North,80
2022-03-05,P0014,Clothing,North,25
2022-03-05,P0015,Furniture,East,128
2022-03-05,P0016,Clothing,North,9
2022-03-05,P0017,Clothing,South,143
2022-03-05,P0018,Furniture,West,122
2022-03-05,P0019,Toys,West,25
2022-03-05,P0020,Clothing,South,219
2022-03-05,P0001,Toys,West,335
2022-03-05,P0002,Toys,North,48
2022-03-05,P0003,Furniture,North,22
2022-03-05,P0004,Clothing,South,56
2022-03-05,P0005,Groceries,East,337
2022-03-05,P0006,Electronics,East,174
2022-03-05,P0007,Toys,South,63
2022-03-05,P0008,Groceries,North,42
2022-03-05,P0009,Furniture,East,159
2022-03-05,P0010,Electronics,South,78
2022-03-05,P0011,Furniture,North,200
2022-03-05,P0012,Groceries,East,278
2022-03-05,P0013,Furniture,West,96
2022-03-05,P0014,Electronics,South,79
2022-03-05,P0015,Toys,South,341
2022-03-05,P0016,Electronics,West,132
2022-03-05,P0017,Clothing,West,217
2022-03-05,P0018,Furniture,East,125
2022-03-05,P0019,Groceries,East,110
2022-03-05,P0020,Electronics,West,187
2022-03-05,P0001,Furniture,West,64
2022-03-05,P0002,Electronics,West,11
2022-03-05,P0003,Furniture,South,434
2022-03-05,P0004,Clothing,South,78
2022-03-05,P0005,Groceries,West,98
2022-03-05,P0006,Clothing,East,155
2022-03-05,P0007,Toys,South,30
2022-03-05,P0008,Electronics,West,176
2022-03-05,P0009,Furniture,North,236
2022-03-05,P0010,Groceries,West,92
2022-03-05,P0011,Toys,North,95
2022-03-05,P0012,Electronics,North,299
2022-03-05,P0013,Clothing,North,20
2022-03-05,P0014,Electronics,North,273
2022-03-05,P0015,Furniture,North,133
2022-03-05,P0016,Furniture,East,17
2022-03-05,P0017,Toys,South,14
2022-03-05,P0018,Furniture,West,80
2022-03-05,P0019,Groceries,North,82
2022-03-05,P0020,Clothing,East,90
2022-03-05,P0001,Electronics,North,423
2022-03-05,P0002,Groceries,East,1
2022-03-05,P0003,Toys,West,44
2022-03-05,P0004,Clothing,West,133
2022-03-05,P0005,Electronics,South,8
2022-03-05,P0006,Electronics,North,168
2022-03-05,P0007,Furniture,South,27
2022-03-05,P0008,Groceries,North,107
2022-03-05,P0009,Groceries,South,50
2022-03-05,P0010,Electronics,South,71
2022-03-05,P0011,Furniture,North,57
2022-03-05,P0012,Electronics,North,212
2022-03-05,P0013,Groceries,North,257
2022-03-05,P0014,Toys,West,296
2022-03-05,P0015,Groceries,North,39
2022-03-05,P0016,Electronics,North,30
2022-03-05,P0017,Clothing,East,85
2022-03-05,P0018,Toys,North,127
2022-03-05,P0019,Groceries,North,83
2022-03-05,P0020,Clothing,West,142
2022-03-05,P0001,Toys,East,406
2022-03-05,P0002,Clothing,South,34
2022-03-05,P0003,Clothing,South,52
2022-03-05,P0004,Toys,West,47
2022-03-05,P0005,Electronics,South,208
2022-03-05,P0006,Furniture,South,66
2022-03-05,P0007,Groceries,East,197
2022-03-05,P0008,Clothing,South,154
2022-03-05,P0009,Groceries,East,208
2022-03-05,P0010,Electronics,East,179
2022-03-05,P0011,Clothing,West,321
2022-03-05,P0012,Toys,North,322
2022-03-05,P0013,Electronics,East,96
2022-03-05,P0014,Toys,West,192
2022-03-05,P0015,Groceries,North,45
2022-03-05,P0016,Clothing,West,18
2022-03-05,P0017,Clothing,West,30
2022-03-05,P0018,Electronics,West,43
2022-03-05,P0019,Toys,East,19
2022-03-05,P0020,Furniture,West,74
2022-03-06,P0001,Electronics,South,192
2022-03-06,P0002,Clothing,East,11
2022-03-06,P0003,Groceries,South,361
2022-03-06,P0004,Clothing,North,41
2022-03-06,P0005,Furniture,South,75
2022-03-06,P0006,Furniture,South,120
2022-03-06,P0007,Electronics,North,232
2022-03-06,P0008,Toys,North,232
2022-03-06,P0009,Clothing,North,77
2022-03-06,P0010,Toys,South,117
2022-03-06,P0011,Furniture,West,108
2022-03-06,P0012,Groceries,South,471
2022-03-06,P0013,Toys,South,413
2022-03-06,P0014,Electronics,North,54
2022-03-06,P0015,Toys,South,161
2022-03-06,P0016,Electronics,North,34
2022-03-06,P0017,Electronics,South,73
2022-03-06,P0018,Toys,West,215
2022-03-06,P0019,Furniture,West,109
2022-03-06,P0020,Toys,West,35
2022-03-06,P0001,Groceries,East,21
2022-03-06,P0002,Toys,South,11
2022-03-06,P0003,Toys,East,43
2022-03-06,P0004,Groceries,East,28
2022-03-06,P0005,Toys,South,13
2022-03-06,P0006,Electronics,East,216
2022-03-06,P0007,Furniture,South,172
2022-03-06,P0008,Clothing,South,137
2022-03-06,P0009,Clothing,North,21
2022-03-06,P0010,Furniture,South,20
2022-03-06,P0011,Groceries,East,116
2022-03-06,P0012,Toys,East,211
2022-03-06,P0013,Furniture,West,70
2022-03-06,P0014,Furniture,East,107
2022-03-06,P0015,Groceries,East,381
2022-03-06,P0016,Clothing,South,291
2022-03-06,P0017,Toys,South,149
2022-03-06,P0018,Clothing,West,350
2022-03-06,P0019,Electronics,North,181
2022-03-06,P0020,Toys,West,4
2022-03-06,P0001,Groceries,South,96
2022-03-06,P0002,Toys,East,144
2022-03-06,P0003,Groceries,North,55
2022-03-06,P0004,Furniture,East,195
2022-03-06,P0005,Electronics,South,362
2022-03-06,P0006,Electronics,East,18
2022-03-06,P0007,Groceries,West,233
2022-03-06,P0008,Furniture,North,314
2022-03-06,P0009,Groceries,North,15
2022-03-06,P0010,Clothing,South,89
2022-03-06,P0011,Toys,East,325
2022-03-06,P0012,Toys,West,416
2022-03-06,P0013,Toys,West,12
2022-03-06,P0014,Furniture,East,2
2022-03-06,P0015,Groceries,South,19
2022-03-06,P0016,Toys,North,112
2022-03-06,P0017,Toys,East,109
2022-03-06,P0018,Clothing,East,29
2022-03-06,P0019,Clothing,North,111
2022-03-06,P0020,Groceries,West,410
2022-03-06,P0001,Groceries,North,320
2022-03-06,P0002,Furniture,East,57
2022-03-06,P0003,Toys,South,48
2022-03-06,P0004,Furniture,South,186
2022-03-06,P0005,Groceries,West,36
2022-03-06,P0006,Electronics,North,21
2022-03-06,P0007,Toys,West,164
2022-03-06,P0008,Furniture,South,133
2022-03-06,P0009,Electronics,East,21
2022-03-06,P0010,Groceries,South,33
2022-03-06,P0011,Electronics,East,88
2022-03-06,P0012,Furniture,South,95
2022-03-06,P0013,Clothing,North,65
2022-03-06,P0014,Toys,West,160
2022-03-06,P0015,Groceries,West,183
2022-03-06,P0016,Groceries,West,465
2022-03-06,P0017,Electronics,South,69
2022-03-06,P0018,Groceries,West,36
2022-03-06,P0019,Electronics,South,52
2022-03-06,P0020,Clothing,South,67
2022-03-06,P0001,Groceries,South,13
2022-03-06,P0002,Toys,East,37
2022-03-06,P0003,Groceries,South,28
2022-03-06,P0004,Electronics,West,303
2022-03-06,P0005,Clothing,East,349
2022-03-06,P0006,Toys,East,126
2022-03-06,P0007,Clothing,West,159
2022-03-06,P0008,Clothing,North,95
2022-03-06,P0009,Groceries,South,7
2022-03-06,P0010,Toys,West,54
2022-03-06,P0011,Clothing,West,10
2022-03-06,P0012,Electronics,South,85
2022-03-06,P0013,Furniture,South,132
2022-03-06,P0014,Toys,North,109
2022-03-06,P0015,Furniture,South,5
2022-03-06,P0016,Furniture,North,139
2022-03-06,P0017,Toys,East,57
2022-03-06,P0018,Furniture,West,283
2022-03-06,P0019,Electronics,West,72
2022-03-06,P0020,Furniture,East,68
2022-03-07,P0001,Toys,North,348
2022-03-07,P0002,Furniture,West,165
2022-03-07,P0003,Electronics,East,87
2022-03-07,P0004,Groceries,East,87
2022-03-07,P0005,Furniture,North,17
2022-03-07,P0006,Toys,West,302
2022-03-07,P0007,Furniture,South,195
2022-03-07,P0008,Toys,North,402
2022-03-07,P0009,Toys,South,7
2022-03-07,P0010,Toys,East,39
2022-03-07,P0011,Clothing,East,326
2022-03-07,P0012,Clothing,West,52
2022-03-07,P0013,Furniture,South,337
2022-03-07,P0014,Electronics,North,54
2022-03-07,P0015,Toys,South,1
2022-03-07,P0016,Furniture,East,125
2022-03-07,P0017,Electronics,South,14
2022-03-07,P0018,Groceries,North,114
2022-03-07,P0019,Clothing,East,285
2022-03-07,P0020,Furniture,South,145
2022-03-07,P0001,Electronics,North,51
2022-03-07,P0002,Groceries,West,181
2022-03-07,P0003,Clothing,North,12
2022-03-07,P0004,Toys,South,188
2022-03-07,P0005,Toys,East,287
2022-03-07,P0006,Furniture,West,411
2022-03-07,P0007,Toys,South,29
2022-03-07,P0008,Groceries,South,45
2022-03-07,P0009,Furniture,West,52
2022-03-07,P0010,Toys,East,453
2022-03-07,P0011,Clothing,North,33
2022-03-07,P0012,Clothing,South,23
2022-03-07,P0013,Electronics,East,72
2022-03-07,P0014,Electronics,North,161
2022-03-07,P0015,Toys,South,89
2022-03-07,P0016,Toys,East,43
2022-03-07,P0017,Toys,North,139
2022-03-07,P0018,Clothing,East,189
2022-03-07,P0019,Furniture,East,209
2022-03-07,P0020,Electronics,South,65
2022-03-07,P0001,Toys,South,210
2022-03-07,P0002,Groceries,North,97
2022-03-07,P0003,Clothing,North,58
2022-03-07,P0004,Groceries,West,86
2022-03-07,P0005,Groceries,East,31
2022-03-07,P0006,Furniture,West,125
2022-03-07,P0007,Furniture,West,34
2022-03-07,P0008,Toys,East,325
2022-03-07,P0009,Clothing,East,260
2022-03-07,P0010,Electronics,North,193
2022-03-07,P0011,Clothing,South,362
2022-03-07,P0012,Groceries,East,291
2022-03-07,P0013,Clothing,South,373
2022-03-07,P0014,Furniture,West,31
2022-03-07,P0015,Toys,West,109
2022-03-07,P0016,Clothing,South,17
2022-03-07,P0017,Toys,South,172
2022-03-07,P0018,Groceries,North,20
2022-03-07,P0019,Furniture,South,15
2022-03-07,P0020,Furniture,East,163
2022-03-07,P0001,Furniture,West,171
2022-03-07,P0002,Toys,South,175
2022-03-07,P0003,Furniture,North,284
2022-03-07,P0004,Furniture,West,465
2022-03-07,P0005,Toys,South,135
2022-03-07,P0006,Clothing,North,15
2022-03-07,P0007,Furniture,East,4
2022-03-07,P0008,Groceries,West,47
2022-03-07,P0009,Furniture,North,49
2022-03-07,P0010,Toys,East,6
2022-03-07,P0011,Clothing,South,127
2022-03-07,P0012,Furniture,North,10
2022-03-07,P0013,Furniture,East,55
2022-03-07,P0014,Clothing,East,32
2022-03-07,P0015,Groceries,West,235
2022-03-07,P0016,Toys,West,203
2022-03-07,P0017,Groceries,North,267
2022-03-07,P0018,Electronics,West,76
2022-03-07,P0019,Groceries,South,166
2022-03-07,P0020,Clothing,East,400
2022-03-07,P0001,Toys,East,261
2022-03-07,P0002,Clothing,East,72
2022-03-07,P0003,Groceries,West,32
2022-03-07,P0004,Toys,North,56
2022-03-07,P0005,Electronics,West,88
2022-03-07,P0006,Electronics,West,157
2022-03-07,P0007,Toys,East,63
